#OTU ID	mgm4546812	mgm4546813	mgm4728000	mgm4728002	mgm4728001	mgm4521707	mgm4521708	mgm4523023	mgm4523024	mgm4523025	mgm4523145	mgm4523146	mgm4523147	mgm4523148	mgm4523775	mgm4523776	mgm4523777	mgm4523779	mgm4530050	mgm4469340	mgm4469538	mgm4469540	mgm4470009	mgm4470010	mgm4470253	mgm4470254	mgm4470255	mgm4470315	mgm4470378	mgm4470381	mgm4470382
Candidatus Bipolaricaulota	1.9583938588838e-05	1.94972202816332e-05	3.38012242188844e-05	2.5667584634798997e-05	2.69508181257727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012265423770391	0.0	0.0	5.42064180398959e-05	0.0	0.0	4.18944678355223e-05	4.2977905495279207e-05	6.307719479406989e-05	6.64494976266958e-05	5.0050442251268894e-05	5.33951661279461e-05	3.3256346801771506e-05	5.7246960018049594e-05	2.70598175441317e-05	4.84597262398235e-05	2.8306383023543e-05	6.007384015871071e-05	3.88046303742075e-05
Candidatus Blackallbacteria	7.820858592295681e-06	8.54852828537039e-06	1.18523773235049e-05	1.36460576539438e-05	7.15881106465838e-06	0.0	0.0	0.0	0.0	0.0	0.00023036166781847	0.0	0.0	0.0	0.0	5.42064180398959e-05	0.0	0.0005136106831022	4.18944678355223e-05	2.3839306954412697e-05	2.0615473420500896e-05	2.2049151485221802e-05	2.0980740943713698e-05	2.35040922668471e-05	1.4334632242142902e-05	3.5021669658101e-05	1.33279698351694e-05	2.3963600887824802e-05	1.11908956139589e-05	4.1979309990424395e-05	1.7298449684887698e-05
candidate division CPR2	5.53182680918475e-06	5.58942234043449e-06	5.26772325489108e-06	4.8735920192656306e-06	2.94774573250639e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91385985408665e-05	2.03077797873591e-05	2.05389356300696e-05	2.62891211824847e-05	2.5547926377007698e-05	6.30723818654288e-06	2.8286733185389198e-05	6.46204598068818e-06	1.6508258389390398e-05	3.73029853798629e-06	2.67799046490638e-05	7.246647840966471e-06
Candidatus Fraserbacteria	1.0809316753579401e-05	9.23898633918877e-06	2.41437315849175e-05	1.49456821924146e-05	1.72653678618232e-05	0.0	0.0	0.0	0.0	0.0	0.00023036166781847	0.0	0.00012265423770391	0.0	0.0	5.42064180398959e-05	0.0	0.0	4.18944678355223e-05	3.30728413381641e-05	5.75387093975174e-05	5.16493822462044e-05	4.7522642137568396e-05	4.16431199945225e-05	1.89217145596286e-05	5.0512023545337894e-05	1.89822600682715e-05	4.41995305264324e-05	1.68960580838202e-05	4.16174193870586e-05	2.12724178557403e-05
Candidatus Fischerbacteria	2.46388837765413e-05	2.51524005319552e-05	5.26772325489108e-06	4.8735920192656306e-06	6.31659799822798e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.00034530386740331	0.0	0.0	0.0	0.0	0.0	0.0	2.09472339177612e-05	3.03867222447091e-05	1.0461583526821301e-05	1.0571510986065199e-05	8.08896036384144e-06	9.708212023262919e-06	5.733852896857161e-06	2.49192649490334e-05	4.03877873793011e-06	3.3016516778780796e-05	5.92459179562528e-06	3.5103388526475606e-05	7.48041067454603e-06
Candidatus Sumerlaeota	2.2445228317726602e-05	2.24563262265691e-05	2.06319160816567e-05	2.2093617154004198e-05	1.93709005278992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42064180398959e-05	0.0	0.0	4.18944678355223e-05	0.00016402114714409	5.01540622021141e-05	6.13147637191784e-05	6.7492263035802e-05	5.67163965569571e-05	4.98845202026573e-05	0.00021215049889041	3.10985962820618e-05	0.00014378160532694	3.0500676281182e-05	0.0002164105808127	3.88046303742075e-05
candidate division WOR-3	6.61275848454269e-06	7.20049113267737e-06	2.19488468953795e-06	1.62453067308854e-06	2.94774573250639e-06	0.0	0.0	0.0	0.0	0.00022999080036798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6262607761641794e-05	7.0769535622615e-06	6.94699293370001e-06	4.29726019329076e-06	6.13150233048184e-06	4.01369702780001e-06	5.25325044871514e-05	2.01938936896505e-06	3.94068103488674e-05	4.60801584104189e-06	5.6454934125053505e-05	4.9090195051708295e-06
Candidatus Wirthbacteria	8.42490864617218e-06	8.2526176908768e-06	9.21851569605939e-06	9.422277903913561e-06	1.0948769863595199e-05	0.0	0.0	0.0	0.0	0.0	0.00023036166781847	0.0	0.00012265423770391	0.0	0.0	0.0	0.0	0.0	0.0	3.39122535548688e-05	2.40001033850607e-05	2.5371626366556602e-05	2.90697013075552e-05	2.8358198278478497e-05	1.31878616627715e-05	3.3001188716287393e-05	1.13085804662043e-05	3.3549041242954696e-05	1.2946330220070099e-05	4.1979309990424395e-05	1.49608213490921e-05
Candidatus Abawacabacteria	7.5983138356043394e-06	7.167612177733631e-06	8.34056182024421e-06	5.19849815388334e-06	9.68545026394958e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72918916641163e-05	7.3846471954033e-06	4.53064756545653e-06	1.01112004548018e-05	1.53287558262046e-05	4.01369702780001e-06	1.68373411817793e-05	2.42326724275807e-06	1.22480626759993e-05	3.73029853798629e-06	1.8818311375017802e-05	6.3115965066482204e-06
Candidatus Absconditabacteria	7.948027024690739e-06	8.219738735933071e-06	7.46260794442903e-06	1.0396996307766699e-05	7.579917597873579e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012265423770391	0.0	0.0	0.0	0.0	0.0	0.0	6.76566246663966e-05	1.60000689233738e-05	1.63103312356435e-05	2.5530781148374498e-05	2.52924471132376e-05	1.54814028215143e-05	4.37770870726262e-05	5.25041235930914e-06	6.23053623083444e-05	7.899455727500379e-06	5.03027938678361e-05	2.15061806893198e-05
