#OTU ID	mgm4604833	mgm4604826	mgm4604834	mgm4604824	mgm4604827	mgm4604831	mgm4604825	mgm4604832	mgm4527652	mgm4528934	mgm4529373	mgm4529786	mgm4604830	mgm4527653	mgm4528937	mgm4529374	mgm4529787	mgm4604823	mgm4604828	mgm4604829	mgm4552818	mgm4552830	mgm4637196	mgm4637198	mgm4637199	mgm4543770	mgm4543771	mgm4543772	mgm4543773	mgm4543774	mgm4543776	mgm4543777	mgm4543778	mgm4543779	mgm4543780	mgm4543781	mgm4543782	mgm4543783	mgm4543784	mgm4543785	mgm4543786	mgm4543787	mgm4543788	mgm4543789	mgm4543790
Thermomicrobiota	0.00038701257790877997	0.00029776297861547997	0.00026531107723806003	0.00042103275005213	0.00030515225491455	0.0003804054941422	0.00037913579606105	0.00036077865445247	0.00015526878752328998	0.00030141432877347	0.00028436653173195	0.00031591140440168997	0.00026072928152787004	0.00042171616282682997	0.0002307337332718	0.00047734678206005996	0.0004582651391162	0.00030866717005775	0.00017076997284657	0.00020573526618978	0.0	0.0	0.00035625359126604	0.00023413985702362003	0.00030933551230046	7.082572493348821e-05	6.83128673559296e-05	7.55016351175008e-05	6.37050358830866e-05	6.04607715399056e-05	7.18514347907003e-05	7.6993407439488e-05	9.846106819972021e-05	7.70634464808904e-05	0.00010488207999247	0.00010899922628418001	0.00010458504507248	8.83352443768555e-05	0.00010919272352728001	9.68608128057169e-05	0.00010365144609962	0.00010326818408823	9.83890302255117e-05	0.00011690839195945	0.00011389130430851999
Candidatus Kaiserbacteria	0.00012150394887833	0.00013964056928173998	6.7579236654978e-05	0.00010099539487232	8.25976028340155e-05	0.00010755512483186999	6.88312010706073e-05	4.7058085363366795e-05	5.1756262507763394e-05	6.9557152793879e-05	0.00010036465825833001	0.00017550633577871998	6.518232038196839e-05	2.2195587517201603e-05	0.00010254832589858001	2.07542079156549e-05	0.00010911074740862	7.52535662537499e-05	4.8934085786445706e-05	6.33031588276255e-05	0.0	0.0	0.00029879333461022	0.00073263116552555	0.00031517203140047	0.00013263726669362	0.00016172025741403	0.00014649570992947	0.00014578652442475	0.00011185242734882	0.00014841443907587	0.00016498587308461001	0.0001807568863965	0.00015848897483805	0.00016093974343673	0.00015545791289711	0.00014862085352405	0.00015068953452522	0.00014993627708224	0.00015425981298688	0.00017491181529312	0.00016929210506268	0.00017268278774273	0.00016160865947336	0.00015727846785463002
Candidatus Nomurabacteria	7.65024863308058e-05	3.9017217887546204e-05	2.2526412218326e-05	2.62325700967064e-05	4.5887557130008595e-06	3.39647762626972e-05	1.91824658721365e-05	1.56860284544556e-05	1.7252087502587804e-05	0.0	0.0	1.7550633577872197e-05	2.8969920169763695e-05	0.0	0.0	0.0	0.0	2.55096834758474e-05	2.09717510513339e-05	1.58257897069064e-05	0.0	0.0	9.959777820340931e-05	0.00049093840988825	0.00018093209210027	0.00012104760261358999	0.00016032611726391	0.00015325705038776	0.00014946181495647	0.00013704441549045	0.00010954399074646999	0.00017323516673883998	0.0001807568863965	0.00017157522046688	0.00015913143171272	0.00016975289339338998	0.00018898701127133	0.00016801017067753998	0.00014015782422905	0.0001578472504982	0.00016195538453066	0.00015066997350578	0.00017268278774273	0.00019255499852145	0.00016631746026007
Candidatus Yanofskybacteria	4.500146254753279e-05	2.36156845108832e-05	1.25146734546255e-05	4.98418831837421e-05	4.58875571300086e-05	4.18898907239932e-05	1.46689444904573e-05	5.22867615148521e-05	0.00010351252501552	9.27428703918386e-05	1.67274430430564e-05	7.02025343114886e-05	3.98336402334251e-05	4.4391175034403206e-05	0.0	4.15084158313098e-05	2.1822149481723998e-05	2.4234199302055103e-05	4.5938121350540795e-05	0.0	0.0	0.0	5.74602566558131e-05	0.00018126956672797	0.00012256690110018	8.756635082685809e-05	0.00010037809080870999	9.12780961868294e-05	9.923284435634641e-05	9.87525935151792e-05	9.423138988944301e-05	0.00010036640612647	0.00012197415911308	0.00010032788315436	0.00010669039171648001	0.00010185173603603	8.80716169031451e-05	0.00010392381691394	8.63763335365078e-05	9.14796565387327e-05	0.00010203189225431999	7.618144727820621e-05	0.00011646048475672	0.00010831218666831	7.77353346867718e-05
Candidatus Azambacteria	0.0	1.43747644848854e-05	2.5029346909251102e-05	1.5739542058023802e-05	2.2943778565004298e-06	4.52863683502629e-06	4.51352138167917e-06	2.0914704605940803e-05	0.0	2.3185717597959698e-05	1.67274430430564e-05	0.0	1.8106200106102299e-06	0.0	0.0	0.0	4.36442989634479e-05	1.14793575641313e-05	6.99058368377795e-06	0.0	0.0	0.0	2.6814786439379396e-05	3.77644930683273e-05	3.21008550500482e-05	1.80283663467061e-05	1.67296818014521e-05	1.80302412220897e-05	1.71513558146771e-05	1.2092154307981098e-05	1.53126008570345e-05	3.29971746169234e-05	3.96783409163052e-05	3.05345731339377e-05	3.61662344801646e-05	3.5737451240715e-05	3.30268563386794e-05	3.1177145074184304e-05	2.28163899907757e-05	1.97309063122757e-05	2.1054199988987e-05	1.86221315568948e-05	2.6103212100646e-05	2.57886158734088e-05	1.8077984810877202e-05
Candidatus Falkowbacteria	6.750219382129921e-05	2.25889156191057e-05	5.00586938185022e-06	2.4920941591871102e-05	6.88313356950129e-06	2.3775343383888e-05	1.46689444904573e-05	3.13720569089112e-05	0.0	4.63714351959193e-05	6.69097721722258e-05	1.7550633577872197e-05	3.8023020222814896e-05	0.0	0.0	4.15084158313098e-05	4.36442989634479e-05	1.7856778433093202e-05	2.89609895470801e-05	0.0	0.0	0.0	0.00010725914575751	9.8187681977651e-05	0.00010797560335016	0.00010301923626689	0.00012965503396125	0.00012959235878377	0.00011883439385883001	0.00010882938877183001	0.00010365452887838001	0.00014986216805186	0.00015136552275479	0.0001308624562883	0.00013562337930061002	0.00014473667752489	0.00013394225070686002	0.00013683302560336	0.00011245220781168	0.00011659171911798999	0.00011822743070738	0.00011511863144262	0.00014657957564208002	0.0001203468740759	0.00012473809519505
Candidatus Magasanikbacteria	9.45030713498189e-05	1.5401533376663e-05	5.506456320035239e-05	4.98418831837421e-05	7.571446926451421e-05	6.22687564816115e-05	3.38514103625937e-05	7.843014227227808e-05	5.1756262507763394e-05	2.3185717597959698e-05	6.69097721722258e-05	0.0	3.98336402334251e-05	2.2195587517201603e-05	0.0	2.07542079156549e-05	4.36442989634479e-05	2.8060651823432204e-05	3.99461924787311e-05	0.0	0.0	0.00016420361247947	9.193641064930091e-05	0.00017749311742113	0.00015758601570023	0.00017384496120038002	0.00021330344296851002	0.00019607887329022	0.0001788641392102	0.00018339767367103998	0.00019199645689974	0.0002681020437625	0.0002909745000529	0.00024863866694777004	0.00024773870618912004	0.00024658841356092997	0.00027338897747018	0.00024248890613254	0.00022653415776555	0.00024573946952561	0.00022187887680701	0.0002150009734296	0.00027107181796823997	0.00020974740910371999	0.00021693581773051998
Candidatus Nealsonbacteria	3.6001170038026204e-05	9.24092002599779e-06	1.50176081455507e-05	1.18046565435179e-05	9.177511426001731e-06	2.3775343383888e-05	9.02704276335833e-06	1.0457352302970402e-05	1.7252087502587804e-05	2.3185717597959698e-05	0.0	0.0	3.6212400212204695e-06	2.2195587517201603e-05	0.0	0.0	2.1822149481723998e-05	6.37742086896186e-06	8.98789330771451e-06	0.0	0.0	0.0	3.44761539934878e-05	5.2870290295658206e-05	1.75095573000263e-05	4.37831754134291e-05	6.55245870556875e-05	5.29638335898886e-05	4.28783895366929e-05	5.13916558089198e-05	4.82935873183396e-05	8.6617583369424e-05	7.05392727400981e-05	7.27013646046136e-05	5.06327282722305e-05	5.89667945471797e-05	5.87144112687634e-05	8.14069899159256e-05	7.65978806833183e-05	6.81613127151341e-05	6.64017076575745e-05	8.29531314807134e-05	5.6222302986006704e-05	8.25235707949083e-05	7.231193924350859e-05
Candidatus Uhrbacteria	7.65024863308058e-05	7.290059131620479e-05	4.5052824436652e-05	6.29581682320953e-05	7.571446926451421e-05	8.26476222392298e-05	6.54460600343479e-05	3.13720569089112e-05	5.1756262507763394e-05	6.9557152793879e-05	3.34548860861129e-05	5.26519007336165e-05	6.69929403925786e-05	2.2195587517201603e-05	0.00015382248884787	0.00010377103957826999	8.72885979268958e-05	5.22948511254872e-05	4.2942156914636e-05	0.0	0.0	0.00016420361247947	0.00024899444550852004	0.00032099819108077996	0.0002713981381504	0.00012877404533361	0.00013801987486198	0.00013973436947119	0.00014823671811256	0.00012898297928513002	0.00013545762296607	0.00018010957811737	0.00021308738640238	0.00016285105671433	0.00018263948412483	0.00021978532513039	0.00020183078873636998	0.00017840255236893998	0.00017764189349961002	0.00015605353174254	0.00016357493837597	0.00017437086821456	0.00021083363619752	0.00018223955217208	0.00018258764658985
Candidatus Giovannonibacteria	9.00029250950656e-06	8.21415113422026e-06	1.75205428364758e-05	1.5739542058023802e-05	1.6060644995503e-05	1.81145473401052e-05	1.01554231087781e-05	1.56860284544556e-05	1.7252087502587804e-05	4.63714351959193e-05	0.0	1.7550633577872197e-05	7.2424800424409306e-06	2.2195587517201603e-05	0.0	0.0	0.0	1.4030325911716102e-05	1.19838577436193e-05	4.7477369120719104e-05	0.0	0.0	2.6814786439379396e-05	5.2870290295658206e-05	4.377389325006571e-05	2.9618030426731396e-05	5.15831855544774e-05	4.6202493131605e-05	5.14540674440315e-05	3.82918219752736e-05	5.0649372065575604e-05	4.812087964968e-05	5.29044545550735e-05	4.21667914706759e-05	4.33994813761976e-05	4.46718140508937e-05	4.58706338037214e-05	4.84977812265089e-05	3.9113811412758296e-05	4.48429688915356e-05	4.2108399977974106e-05	3.38584210125361e-05	4.61826060242198e-05	4.64195085721359e-05	3.7963768102842e-05
Candidatus Moranbacteria	3.6001170038026204e-05	3.2856604536881e-05	1.25146734546255e-05	5.9023282717589296e-05	2.9826912134505603e-05	4.64185275590195e-05	3.27230300171739e-05	9.41161707267337e-05	1.7252087502587804e-05	2.3185717597959698e-05	3.34548860861129e-05	1.7550633577872197e-05	5.06973602970865e-05	0.0	2.5637081474644897e-05	0.0	6.54664484451719e-05	4.8468398604110105e-05	3.39542636069215e-05	6.33031588276255e-05	0.0	0.0	9.193641064930091e-05	9.44112326708182e-05	0.00010797560335016	0.00013392500714696001	0.00014499057561258	0.00012283101832548	0.00014578652442475	0.00013402137691345	0.00012956816109798	0.00015948634398179	0.00017193947730398	0.0001497648110855	0.00014104831447264	0.00015903165802118001	0.00014128155211546	0.00016627810706231	0.00014667679279783998	0.00014708493796423	0.0001473793999229	0.00015236289455641	0.00017067484835037	0.00016504714158981	0.00017174085570333
Candidatus Zambryskibacteria	2.2500731273766396e-05	7.18738224244272e-06	2.2526412218326e-05	9.18139953384723e-06	9.177511426001731e-06	1.01894328788091e-05	6.77028207251875e-06	0.0	0.0	0.0	0.0	0.0	1.9916820116712602e-05	0.0	0.0	0.0	4.36442989634479e-05	3.826452521377111e-06	1.29825125555876e-05	0.0	0.0	0.0	4.5968205324650393e-05	0.00028323369801245	6.42017101000963e-05	3.7344473146748296e-05	4.46124848038724e-05	5.07100534371274e-05	3.920309900497629e-05	3.4261103872613205e-05	4.47599101974854e-05	6.04948201310263e-05	6.319143182967121e-05	4.36208187627682e-05	5.4249351720246896e-05	5.18193042990367e-05	4.40358084515725e-05	5.542603568743871e-05	4.40030378393531e-05	4.8430406402858505e-05	5.34452768951209e-05	4.06301052150433e-05	5.0198484808934496e-05	5.15772317468177e-05	4.15793650650175e-05
Candidatus Staskawiczbacteria	4.05013162927795e-05	1.12944578095529e-05	2.50293469092511e-06	1.04930280386825e-05	6.88313356950129e-06	1.81145473401052e-05	2.2567606908395802e-05	2.0914704605940803e-05	0.0	0.0	1.67274430430564e-05	0.0	9.05310005305117e-06	2.2195587517201603e-05	0.0	0.0	0.0	2.55096834758474e-06	4.99327405984139e-06	0.0	0.0	0.0	4.5968205324650393e-05	6.79760875229891e-05	4.08556337000613e-05	3.60567326934122e-05	3.90359242033883e-05	4.05680427497019e-05	4.28783895366929e-05	3.3253424346948105e-05	2.9447309340450896e-05	5.911993785532111e-05	5.5843590919244296e-05	5.67070643915986e-05	5.06327282722305e-05	3.75243238027507e-05	5.50447605644657e-05	5.542603568743871e-05	2.7705616417370397e-05	4.48429688915356e-05	4.53475076685875e-05	3.38584210125361e-05	5.22064242012919e-05	5.32964728050449e-05	4.88105589893683e-05
Candidatus Wolfebacteria	2.2500731273766396e-05	1.23212267013304e-05	2.0023477527400897e-05	0.0	2.2943778565004298e-06	9.05727367005258e-06	5.64190172709896e-06	1.56860284544556e-05	0.0	4.63714351959193e-05	0.0	0.0	2.5348680148543303e-05	0.0	0.0	0.0	0.0	6.37742086896186e-06	1.09852029316511e-05	0.0	0.0	0.0	1.53227351082168e-05	6.0423188909323704e-05	3.21008550500482e-05	3.60567326934122e-05	4.87949052542354e-05	4.05680427497019e-05	4.6553680068409396e-05	4.3330219603599e-05	4.12262330766313e-05	4.5371115098269704e-05	6.0252295465500406e-05	3.63506823023068e-05	4.88244165482223e-05	6.0753667109215395e-05	5.32099352123168e-05	5.36939720722063e-05	3.25948428439652e-05	3.58743751132285e-05	4.2108399977974106e-05	4.74017894175505e-05	4.41746666318624e-05	4.81387496303632e-05	2.71169772163157e-05
Candidatus Harrisonbacteria	2.2500731273766396e-05	3.0803066753326e-06	1.00117387637004e-05	1.83627990676945e-05	1.14718892825022e-05	1.81145473401052e-05	2.25676069083958e-06	1.0457352302970402e-05	3.450417500517561e-05	0.0	0.0	0.0	1.26743400742716e-05	0.0	0.0	4.15084158313098e-05	2.1822149481723998e-05	8.928389216546601e-06	7.98923849574623e-06	0.0	0.0	0.0	2.2984102662325197e-05	3.77644930683273e-05	2.0427816850030602e-05	3.7344473146748296e-05	3.20652234527833e-05	4.28218229024632e-05	3.30776147854488e-05	2.92227062442877e-05	3.2980986461305104e-05	3.8496703719744e-05	4.40870454625613e-05	4.07127641785836e-05	3.61662344801646e-05	3.75243238027507e-05	3.48616816908283e-05	2.7713017843719395e-05	4.23732956971548e-05	3.9461812624551295e-05	4.04888461326674e-05	4.06301052150433e-05	5.22064242012919e-05	4.4700267513908705e-05	3.97715665839298e-05
Candidatus Taylorbacteria	2.2500731273766396e-05	1.64283022684405e-05	5.00586938185022e-06	1.18046565435179e-05	9.177511426001731e-06	2.9436139427670897e-05	1.57973248358771e-05	0.0	0.0	6.9557152793879e-05	0.0	1.7550633577872197e-05	5.4318600318307e-06	0.0	5.1274162949289896e-05	2.07542079156549e-05	0.0	1.7856778433093202e-05	2.19704058633021e-05	3.16515794138128e-05	0.00076103500761035	0.0	7.27829917640299e-05	0.0001850460160348	4.9610412350074395e-05	4.76463967734375e-05	5.15831855544774e-05	6.0852064124552896e-05	4.1653292692787395e-05	4.23225400779339e-05	5.1827264439193704e-05	4.5371115098269704e-05	5.14348863729882e-05	5.08909552232295e-05	4.52077931002058e-05	4.2884941488858003e-05	3.66965070429771e-05	4.3301590380811497e-05	6.03004592613357e-05	5.9192718936827e-05	6.154304612165439e-05	5.07876315188041e-05	6.8269939340151e-05	5.845419597972671e-05	5.42339544326315e-05
Candidatus Buchananbacteria	0.0	6.1606133506651905e-06	3.75440203638766e-05	1.44279135531885e-05	1.37662671390026e-05	1.01894328788091e-05	1.57973248358771e-05	1.0457352302970402e-05	5.1756262507763394e-05	0.0	3.34548860861129e-05	3.51012671557443e-05	1.8106200106102299e-06	2.2195587517201603e-05	5.1274162949289896e-05	2.07542079156549e-05	0.0	1.4030325911716102e-05	1.39811673675559e-05	3.16515794138128e-05	0.0	0.0	8.427504309519251e-05	7.175253682982192e-05	7.29564887501094e-05	5.66605799467906e-05	6.970700750605059e-05	6.42327343536947e-05	6.49301327269921e-05	6.04607715399056e-05	6.00725110545199e-05	6.46194669581417e-05	4.99653181909028e-05	6.54312281441523e-05	4.88244165482223e-05	5.0032431737001e-05	5.1375109860168e-05	6.4086353763601e-05	4.56327799815513e-05	4.6636687647196995e-05	5.02061692045075e-05	5.41734736200577e-05	6.42540605554362e-05	4.64195085721359e-05	4.33871635461052e-05
Candidatus Portnoybacteria	2.2500731273766396e-05	9.24092002599779e-06	0.0	1.44279135531885e-05	0.0	6.79295525253943e-06	5.64190172709896e-06	2.0914704605940803e-05	0.0	2.3185717597959698e-05	0.0	0.0	5.4318600318307e-06	0.0	0.0	2.07542079156549e-05	0.0	1.27548417379237e-05	2.99596443590484e-06	0.0	0.0	0.00016420361247947	2.6814786439379396e-05	4.5317391681992795e-05	2.91825955000438e-05	3.3481251786739895e-05	4.46124848038724e-05	4.73293832079856e-05	4.1653292692787395e-05	4.13148605522688e-05	4.2404125450249394e-05	4.94957619253851e-05	6.466100001175649e-05	5.234498251532179e-05	4.159116965218929e-05	4.64586866129295e-05	4.40358084515725e-05	4.5033653996044e-05	4.7262522123749606e-05	5.38115626698427e-05	4.6967061513894204e-05	4.23230262656701e-05	5.22064242012919e-05	5.32964728050449e-05	5.78495513948069e-05
Candidatus Adlerbacteria	0.0	5.13384445888766e-06	2.50293469092511e-06	1.04930280386825e-05	1.14718892825022e-05	1.4718069713835401e-05	0.0	0.0	0.0	2.3185717597959698e-05	1.67274430430564e-05	0.0	1.8106200106102299e-06	0.0	2.5637081474644897e-05	2.07542079156549e-05	0.0	1.0203873390339e-05	2.99596443590484e-06	0.0	0.0	0.0	4.979888910170471e-05	0.00018882246534163	2.91825955000438e-05	1.2877404533361501e-05	1.25472613510891e-05	1.35226809165673e-05	1.4701162126866101e-05	1.41075133593113e-05	1.53126008570345e-05	1.5123705032756601e-05	1.46956818208538e-05	1.1632218336738198e-05	1.2658182068057599e-05	1.78687256203575e-05	1.2843777465042e-05	1.73206361523246e-05	1.30379371375861e-05	2.15246250679371e-05	1.7815092298373603e-05	1.6929210506268e-05	2.20873333159312e-05	1.54731695240453e-05	9.03899240543858e-06
Candidatus Sungbacteria	3.6001170038026204e-05	8.21415113422026e-06	5.0058693818502204e-05	1.96744275725298e-05	4.35931792735082e-05	1.5850228922592002e-05	3.38514103625937e-05	5.22867615148521e-05	1.7252087502587804e-05	4.63714351959193e-05	0.0	1.7550633577872197e-05	2.8969920169763695e-05	4.4391175034403206e-05	5.1274162949289896e-05	0.0	4.36442989634479e-05	2.4234199302055103e-05	2.2969060675270397e-05	0.0	0.0	0.0	6.895230798697571e-05	9.06347833639855e-05	6.42017101000963e-05	4.12076945067568e-05	3.76417840532673e-05	3.71873725205601e-05	4.04281958488819e-05	3.2245744821283e-05	3.41588788349231e-05	3.29971746169234e-05	3.67392045521344e-05	3.198860042603e-05	3.9782857928181106e-05	2.8589960992571998e-05	3.1192030986530604e-05	3.63733359198817e-05	2.60758742751722e-05	2.15246250679371e-05	2.59128615249071e-05	2.3700894708775302e-05	1.8071454531216397e-05	2.23501337569543e-05	1.98857832919649e-05
