#OTU ID	mgm4454167	mgm4454183	mgm4623131	mgm4623132	mgm4623133	mgm4685222	mgm4685223	mgm4685224
Calditrichota	0.0	2.3497896938224e-05	6.8642020821093e-05	0.0001255398305845	8.05360957585313e-05	2.70693032168e-05	1.19539805901509e-05	1.55668488387131e-05
Deferribacterota	0.0	1.1748948469112e-05	0.0002090461543187	0.0011119774311421	0.0101594243561937	3.69786017158071e-05	3.84235090397709e-05	4.90954463374797e-05
Dictyoglomota	0.0	0.0	4.1281215318979e-05	8.34448725547207e-05	8.09072298403678e-05	5.07549435315e-06	2.56156726931806e-06	2.39489982134047e-06
Coprothermobacterota	0.0	0.0	1.20003532904009e-06	3.72521752476431e-07	2.9690726546924e-06	0.0	8.53855756439353e-07	1.19744991067024e-06
Nitrososphaerota	0.0	0.0001292384331602	8.73625719541183e-05	0.0004202045367934	0.0002067216835829	5.36552260190143e-05	4.61082108477251e-05	4.19107468734583e-05
Candidatus.Bathyarchaeota	0.0	1.1748948469112e-05	1.20003532904009e-06	3.72521752476431e-06	1.85567040918275e-06	4.10873352397857e-06	2.56156726931806e-06	2.39489982134047e-06
Thermoproteota	0.0	5.87447423455601e-05	0.0001219235894304	0.0002019067898422	0.0002056082813374	5.48636770554785e-05	4.78159223606038e-05	6.10699454441821e-05
Candidatus.Korarchaeota	0.0	0.0	0.0	0.0	0.0	2.41690207292857e-07	0.0	0.0
Euryarchaeota	0.0017657445556209	0.001891580703527	0.0006616994804327	0.0012282042179147	0.0012566600010985	0.0002873696564712	0.000351788571653	0.0003221140259702
Candidatus.Woesearchaeota	0.0002942907592701	0.0003407195056042	4.72813919641794e-05	0.000125912352337	0.0001009484702595	2.61025423876286e-05	3.15926629882561e-05	2.39489982134047e-05
Nanoarchaeota	0.0	0.0	1.20003532904009e-05	3.35269577228788e-06	6.30927939122134e-06	7.00901601149285e-06	9.39241332083289e-06	4.78979964268095e-06
Candidatus.Micrarchaeota	0.0	0.0001174894846911	4.89614414248355e-05	8.56800030695792e-05	3.45154696107991e-05	4.59211393856428e-06	8.53855756439353e-07	2.39489982134047e-06
Candidatus.Diapherotrites	0.0	1.1748948469112e-05	1.15203391587848e-05	1.8998609376298e-05	2.26391789920295e-05	2.17521186563571e-06	8.53855756439353e-07	2.39489982134047e-06
Candidatus.Altiarchaeota	0.0	0.0	1.20003532904009e-06	2.60765226733502e-06	2.2268044910193e-06	7.25070621878571e-07	0.0	1.19744991067024e-06
Candidatus.Aenigmarchaeota	0.0	0.0	9.6002826323207e-07	7.45043504952863e-07	7.42268163673099e-07	0.0	8.53855756439353e-07	0.0
Candidatus.Thermoplasmatota	0.0	0.0	2.61607701730739e-05	4.9172871326889e-05	5.04742351297707e-05	7.97577684066428e-06	6.83084605151483e-06	9.57959928536189e-06
Candidatus.Heimdallarchaeota	0.0	2.3497896938224e-05	2.42407136466098e-05	2.90566966931617e-05	4.00824808383474e-05	1.20845103646428e-05	1.28078363465903e-05	3.59234973201071e-06
Candidatus.Lokiarchaeota	0.0	0.0	8.64025436908863e-06	9.68556556438722e-06	4.82474306387514e-06	1.184282015735e-05	1.36616921030297e-05	1.67642987493833e-05
Candidatus.Odinarchaeota	0.0	0.0	7.20021197424052e-07	7.45043504952863e-07	3.7113408183655e-07	1.45014124375714e-06	0.0	2.39489982134047e-06
