#OTU ID	mgm4525341
Pseudomonadota	0.585377737017081
Actinomycetota	0.0689126447323169
Chloroflexota	0.0082110512438381
Bacillota	0.028788834116703
Cyanobacteriota	0.0231285108334289
Candidatus.Melainabacteria	0.0001862891207153
Candidatus.Margulisbacteria	7.16496618135962e-05
Deinococcota	0.0025937177576521
Armatimonadota	0.003009285796171
Mycoplasmatota	0.0005015476326951
Thermomicrobiota	0.0001146394589017
Candidatus.Kaiserbacteria	0.0004155680385188
Candidatus.Nomurabacteria	5.7319729450877e-05
Candidatus.Yanofskybacteria	0.000458557835607
Candidatus.Azambacteria	2.86598647254385e-05
Candidatus.Falkowbacteria	0.000558867362146
Candidatus.Magasanikbacteria	0.0005875272268714
Candidatus.Nealsonbacteria	0.0001862891207153
Candidatus.Uhrbacteria	0.0016192823569872
Candidatus.Giovannonibacteria	0.000100309526539
Candidatus.Moranbacteria	0.0001862891207153
Candidatus.Zambryskibacteria	0.0005158775650578
Candidatus.Staskawiczbacteria	2.86598647254385e-05
Candidatus.Wolfebacteria	0.0005015476326951
Candidatus.Harrisonbacteria	0.000200619053078
Candidatus.Taylorbacteria	0.0003725782414307
Candidatus.Buchananbacteria	0.0002292789178035
Candidatus.Sungbacteria	2.86598647254385e-05
Candidatus.Jorgensenbacteria	0.0001576292559899
Candidatus.Liptonbacteria	0.0004012381061561
Candidatus.Wildermuthbacteria	4.29897970881577e-05
Candidatus.Komeilibacteria	1.43299323627192e-05
Candidatus.Kuenenbacteria	2.86598647254385e-05
Candidatus.Lloydbacteria	7.16496618135962e-05
Candidatus.Kerfeldbacteria	0.0001146394589017
Candidatus.Terrybacteria	1.43299323627192e-05
Candidatus.Campbellbacteria	1.43299323627192e-05
Candidatus.Vogelbacteria	1.43299323627192e-05
Candidatus.Woesebacteria	2.86598647254385e-05
Candidatus.Gottesmanbacteria	0.000200619053078
Candidatus.Roizmanbacteria	0.0002436088501662
Candidatus.Levybacteria	0.0004012381061561
Candidatus.Daviesbacteria	0.0001719591883526
Candidatus.Curtissbacteria	7.16496618135962e-05
Candidatus.Shapirobacteria	0.000100309526539
Candidatus.Beckwithbacteria	1.43299323627192e-05
Candidatus.Collierbacteria	8.59795941763155e-05
Candidatus.Blackburnbacteria	0.0001862891207153
Candidatus.Microgenomates	7.16496618135962e-05
candidate.division.NC10	0.0023071191103978
Candidatus.Rokubacteria	0.0007594864152241
Candidatus.Handelsmanbacteria	0.0025793878252894
Candidatus.Schekmanbacteria	0.0002579387825289
Candidatus.Aminicenantes	0.0005302074974206
Candidatus.Glassbacteria	0.0003009285796171
candidate.division.WWE3	0.0002865986472543
Candidatus.Peregrinibacteria	0.0007308265504986
Candidatus.Doudnabacteria	0.0004298979708815
Candidatus.Berkelbacteria	0.0002865986472543
Candidatus.Saccharibacteria	2.86598647254385e-05
Candidatus.Eisenbacteria	1.43299323627192e-05
Candidatus.Desantisbacteria	0.0002865986472543
Candidatus.Edwardsbacteria	8.59795941763155e-05
Candidatus.Lindowbacteria	2.86598647254385e-05
Candidatus.Ratteibacteria	1.43299323627192e-05
Candidatus.Dadabacteria	0.0002436088501662
Candidatus.Firestonebacteria	0.0002436088501662
Candidatus.Raymondbacteria	0.000200619053078
Candidatus.Riflebacteria	7.16496618135962e-05
Candidatus.Wallbacteria	1.43299323627192e-05
Candidatus.Coatesbacteria	0.0001432993236271
Candidatus.Blackallbacteria	1.43299323627192e-05
candidate.division.CPR2	1.43299323627192e-05
Candidatus.Fischerbacteria	0.0013326837097328
candidate.division.WOR.3	0.0003295884443425
Planctomycetota	0.0178694256563109
Candidatus.Omnitrophica	0.003826091940846
Verrucomicrobiota	0.0049008368680499
Lentisphaerota	0.0092571363063166
Chlamydiota	0.0002579387825289
Kiritimatiellota	0.0008168061446749
Thermodesulfobacteriota	0.142396537888341
Nitrospirota	0.0065344491573999
Campylobacterota	0.0026367075547403
Bacteroidota	0.034348847873438
Ignavibacteriota	0.0107474492720394
Chlorobiota	0.0017769116129771
Balneolota	8.59795941763155e-05
Gemmatimonadota	0.0006161870915969
candidate.division.Zixibacteria	0.0004298979708815
Candidatus.Marinimicrobia	8.59795941763155e-05
Elusimicrobiota	0.0023357789751232
Acidobacteriota	0.0038547518055714
Myxococcota	0.0034965034965035
Nitrospinota	0.0024790782987504
Candidatus.Tectomicrobia	1.43299323627192e-05
Spirochaetota	0.0029376361343574
Bdellovibrionota	0.0011320646566548
Synergistota	0.0013183537773701
Fusobacteriota	0.0003439183767052
Thermotogota	0.0003869081737934
Atribacterota	5.7319729450877e-05
Chrysiogenota	0.0001432993236271
Aquificota	1.43299323627192e-05
Calditrichota	7.16496618135962e-05
Deferribacterota	0.0002579387825289
Dictyoglomota	0.0001432993236271
Nitrososphaerota	2.86598647254385e-05
Candidatus.Bathyarchaeota	0.0001146394589017
Thermoproteota	0.0003439183767052
Euryarchaeota	0.002908976269632
Candidatus.Woesearchaeota	4.29897970881577e-05
Candidatus.Micrarchaeota	1.43299323627192e-05
Candidatus.Lokiarchaeota	1.43299323627192e-05
