#OTU ID	mgm4683369	mgm4683431	mgm4684109	mgm4697387	mgm4689539	mgm4683418	mgm4683353	mgm4684108	mgm4732621	mgm4732622	mgm4778843	mgm4524575	mgm4524596	mgm4524858	mgm4477702	mgm4477703	mgm4477704	mgm4477983	mgm4478286	mgm4478289	mgm4521025	mgm4521026	mgm4521027	mgm4521030	mgm4521031	mgm4521032	mgm4704047	mgm4704048	mgm4704049	mgm4704050	mgm4704051	mgm4704052	mgm4704053	mgm4704054	mgm4704055	mgm4704056	mgm4704057	mgm4704058	mgm4704059	mgm4704060	mgm4704061	mgm4704062	mgm4477749	mgm4477751	mgm4477755	mgm4478030	mgm4478290	mgm4478291	mgm4478292	mgm4478938	mgm4478037	mgm4478934	mgm4478939	mgm4479311	mgm4750411	mgm4750538	mgm4750539	mgm4751389	mgm4751392	mgm4751395	mgm4751396	mgm4751576	mgm4751577	mgm4751584	mgm4751599	mgm4751712	mgm4751755	mgm4752317	mgm4599960	mgm4599954
Pseudomonadota	0.241394416492984	0.25738749086352697	0.48621680591772704	0.307734959800388	0.3651977272911479	0.261917260506481	0.364379369936423	0.3383724670312	0.5888213909249079	0.588740990038987	0.672299872141193	0.604193971166448	0.5804373552044311	0.5988243298610071	0.517571059431525	0.611144849029563	0.5749959432414399	0.506326585926021	0.570568935627606	0.557139518579107	0.609358842419809	0.635391150130318	0.603937608466283	0.5673621814779879	0.5440452422726	0.558958740807508	0.688280586372028	0.714165825714297	0.6948027904953891	0.7241687272513291	0.7216387883695621	0.690317111507152	0.665475369864458	0.687944709862783	0.7002513933137099	0.70077057841874	0.723100095981146	0.686082642959467	0.7389257862424939	0.687982983884249	0.7055593222559591	0.7229364018232621	0.527932307138356	0.528023827022009	0.5358407574458571	0.5123210692182101	0.4932854332392439	0.501548551648752	0.507083887586833	0.474748664781653	0.47554493587555496	0.473011055712118	0.48429300423437394	0.485544626714658	0.579811277437982	0.623087315479426	0.603492648182546	0.6145513222334661	0.606499405705079	0.622746140482055	0.597747806617436	0.5944174925777671	0.570643089442522	0.570934012621414	0.6351638788420839	0.5817158886434239	0.554652041766907	0.566717972553181	0.630190352667417	0.631295418314321
Actinomycetota	0.19992300442060798	0.5170748293855739	0.42860944068969203	0.48343498752425795	0.5692065782114979	0.30909635734502194	0.35274602444786207	0.589667988992531	0.110827393471509	0.111054069846664	0.0882747849651911	0.2782874617737	0.284709387658662	0.267496520727716	0.326567135611063	0.233261269139521	0.26850332654201897	0.345558551233221	0.240683697007035	0.27828931993456396	0.30942207784156395	0.288610398008975	0.30800305100872	0.35047453996590194	0.370612689385755	0.356218003600419	0.20063324580151604	0.169474084280826	0.193053394996522	0.171741201191114	0.161711881495372	0.184887559744879	0.208387039804281	0.197483473520518	0.17516396809521803	0.171981025300714	0.155876469414325	0.206493262380491	0.155029126736057	0.179665002916565	0.182319435846541	0.159317037980728	0.34703393644792496	0.352937763509071	0.34720617288552597	0.378099252002886	0.38248225130442204	0.375738489966947	0.378053672853191	0.39701146716933705	0.418198663870873	0.42553652720572294	0.391914878216496	0.385343926752807	0.287724641137032	0.267205203920612	0.23784921897037	0.224658158584755	0.25673616944288397	0.24441167091836702	0.27085066710489003	0.20862065073745298	0.30515317706125	0.286745605680145	0.228345446316203	0.29299961514034195	0.31073194026667306	0.246002077674345	0.127286425451563	0.13262665369247
Chloroflexota	0.0087482908308885	0.0007737554986171401	0.0001685203909673	0.00062378708067646	0.00036473572870146	0.00025372161489433	0.00122080763559685	0.00071923805439405	7.85639550744393e-06	8.0818516026051e-06	8.46613575932469e-06	0.00393184796854522	0.00349171323819459	0.0028783164489431	0.00300507225571825	0.00290685905377284	0.00180300380433803	0.00340936648549949	0.0024786165594509802	0.0030264080392615102	0.0018077891160679998	0.00145505496874326	0.00171951449627793	0.00174581630331705	0.00198496725812353	0.0017901663875547	0.0017725413541527899	0.0023283044908890198	0.00174521959236347	0.00196823123989374	0.00246396287806847	0.0018354665138363602	0.00319603415218161	0.00238543748350082	0.00258094742041381	0.00184701851748337	0.00256868353780802	0.00223337970355454	0.00196958621648407	0.00319770409668322	0.00229735970678694	0.0025235047674431	0.00594112881447475	0.00661431942134375	0.00544227830171096	0.004271557124957279	0.007698229407236341	0.00648049345444135	0.00639766896813834	0.00610666038328621	0.0039011069390939702	0.0039020160416215	0.0059172668379718395	0.00708255237273798	0.0101087250797171	0.00576860533253885	0.00831724290907884	0.00487033085595924	0.00653100982806797	0.00618704917311752	0.0046927884177841205	0.0066928930972699	0.00512258824734401	0.00638583427136549	0.00545315865557166	0.00355258240418345	0.00347475981519179	0.0032041825993191398	0.00632760495145816	0.00393366596964866
Bacillota	0.0422280927663981	0.0400960634854339	0.0275220406932397	0.045467147213751	0.0333773717953914	0.314896958402779	0.0931579281150413	0.0157472928058325	0.30006456568131107	0.29991442796480605	0.23912338405153402	0.0126692878986457	0.0117990993390214	0.0117822827574569	0.0128816154655948	0.0120646796382216	0.0108901429782017	0.0166188784753427	0.00874679427482557	0.0176910493105866	0.00889263617314106	0.00870093476258598	0.0102878525735577	0.0088441060168038	0.0129901558300131	0.00873992874484982	0.00615163145253126	0.0063983181253895	0.00575656444769306	0.006288409931507271	0.00702029639475615	0.00638622122733759	0.0077453686939248	0.00624165869046496	0.00706492098447572	0.00587739829334725	0.0064694618403672	0.00639841248854399	0.005742832670376829	0.00702284154973474	0.00662349700465433	0.00672819769394727	0.009145737690161129	0.009979499477816891	0.012170574421292001	0.0106504157648935	0.010195877170473	0.00999401400203003	0.0104938662612698	0.009758875274897891	0.00985029502121227	0.0101885974420117	0.00861351380695595	0.0100184113188144	0.020434521050026	0.0156601059152	0.0360483722836584	0.0597867696211216	0.0160196261094841	0.0147307683849402	0.0167180587383559	0.0163742705002059	0.0185163825474899	0.016200473175676	0.0174349682902836	0.0162836656862056	0.0188548603117149	0.0160581406322332	0.0212239409487116	0.0199250533115256
Cyanobacteriota	0.0043409576657064295	0.00336811217045111	0.00384049101520231	0.00658441918491821	0.00116715433184467	0.0221153383465225	0.020254308499674998	0.00149208391408456	2.4003241522743103e-05	2.65918988214749e-05	2.03590407545665e-05	0.00087374399301004	0.00226306589162033	0.0019840000924230103	0.00065077997894535	0.00089068104711702	0.00050484106521464	0.00108415001212536	0.0005945814290012401	0.00093479784996494	0.00139365909908123	0.00133992435673833	0.00141388208967521	0.0014288599027148302	0.0016594211040336	0.0014763223504658698	0.00168962575958182	0.0017159495636462699	0.00161468384830509	0.0016255836961065698	0.0018213347220316898	0.00173505208230158	0.00195157279243302	0.00169176816735297	0.00181656575133333	0.00164158190017405	0.0017875300535023602	0.0016905731336739301	0.00157674524980829	0.0019792623784700603	0.0016887919372959	0.00181761244409963	0.00248447204968944	0.00299771786639848	0.00272113915085548	0.00254394957664123	0.0027884697630656103	0.005283293860448171	0.00295601866514643	0.0034362236883443303	0.0021212268981323397	0.0017342293518317802	0.00414389634830444	0.00520824694388694	0.0028094137754478303	0.0026201342320447602	0.00309727931375469	0.00315524239230339	0.00273342583858436	0.0029410956192822	0.0026892955684636	0.0035493840962550005	0.00236313581940881	0.0038732026709722795	0.00341965301386969	0.0030856798194396	0.00311150283705072	0.0031062739175925303	0.0051450533101909295	0.0056976046044595295
Candidatus Melainabacteria	6.637549947563361e-05	6.42565119958876e-05	0.0023592854735423	0.0	4.0526192077940004e-05	4.37451060162644e-05	8.720054539977491e-05	4.4673171080376e-06	2.6043300024676e-07	0.0	0.0	0.0	1.00117938932062e-05	1.3822190515996802e-05	9.57029380801991e-06	8.09710042833661e-06	0.0	1.4265131738491599e-05	2.8654526698855297e-05	2.33699462491236e-05	2.47982046099862e-05	7.34876246840032e-06	2.39190579080392e-05	2.55610000485659e-06	1.4404697083625e-05	1.5064513780264001e-05	1.72005754695096e-05	2.2144200320955302e-05	1.36103619397364e-05	1.2872269086816698e-05	1.59824619117955e-05	1.7760375645606698e-05	2.0535666002452e-05	1.4504770448356101e-05	1.67535708291611e-05	1.3377268103863001e-05	1.35418943447149e-05	1.61975589901914e-05	1.07627662102955e-05	2.3086264134565198e-05	1.31015666198286e-05	1.4469242352574801e-05	1.8003420649923497e-05	0.0	1.8637939389421104e-05	9.49234916657174e-05	1.71071764605252e-05	0.0	0.0	3.92711278667923e-05	2.4381918369337302e-05	0.0	1.8095617241504103e-05	0.0	1.5735622180448903e-05	2.6219300745615898e-05	2.7654279587095398e-05	2.05984075913155e-05	2.16292307093344e-05	2.9963494018296998e-05	2.15661232434932e-05	2.42758451507722e-05	2.12230081399464e-05	2.0055212317847697e-05	2.13280337248659e-05	1.4017384442641e-05	1.05860101562966e-05	1.43326397204353e-05	5.2451887314272604e-05	4.1407010206828e-05
Candidatus Margulisbacteria	0.0	3.21282559979438e-05	4.43474713071861e-06	0.0	8.105238415588e-06	6.56176590243966e-06	7.92732230907044e-06	4.4673171080376e-06	4.3405500041126697e-08	4.34508150677694e-08	0.0	0.0	3.20377404582598e-06	2.06301350985027e-06	0.0	8.09710042833661e-06	0.0	1.4265131738491599e-05	0.0	4.67398924982473e-05	2.4798204609986197e-06	0.0	2.65767310089324e-06	5.11220000971318e-06	5.76187883345001e-06	0.0	4.4104039665409105e-06	4.51922455529701e-06	5.2585489312617995e-06	4.90372155688256e-06	2.66374365196591e-06	4.78163959689412e-06	5.47617760065386e-06	5.46061946291053e-06	5.3850763379446505e-06	6.68863405193151e-06	4.7515418753385495e-06	4.143561602142e-06	3.1391401446695203e-06	4.10422473503382e-06	7.20586164090571e-06	5.85659809508979e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.1114419036760197e-05	0.0	2.4381918369337302e-05	0.0	0.0	0.0	4.84172990167657e-06	6.28544880888051e-06	9.606223435517349e-06	4.77015754746253e-06	5.5981538306512706e-06	1.09957776213934e-05	6.46983697304795e-06	6.81427232302376e-06	5.075067163900219e-06	4.13837714495271e-06	5.24459845693424e-06	5.97800218877335e-06	6.27319120373129e-06	5.7702835238116305e-06	2.3841766961032997e-05	2.4844206124096803e-05
Deinococcota	0.00010620079916101	0.00032931462397892	8.42601954836535e-05	0.0004158580537843	8.105238415587991e-05	6.34304037235834e-05	9.11642065543101e-05	0.00017422536721346002	8.247045007814071e-06	8.73361382862164e-06	7.25668779370688e-06	0.00087374399301004	0.00121342941985659	0.0011686971533301802	0.00041152263374485	0.0004210492222735	0.00149649315760056	0.00054207500606268	0.00022207258191612002	0.00042065903248422	0.00113575777113737	0.0009455407709341699	0.00106838458655908	0.00102244000194264	0.00109763791777223	0.0011248170289263801	0.00119169115175935	0.0011727387720995698	0.00113924915963748	0.0011211133409422698	0.0013611730061545801	0.00127396540688679	0.0014689846413754	0.00128256299635111	0.00138994803700505	0.00124647473153495	0.0012993091258113301	0.00117903161951859	0.00106282316326668	0.00146982548323399	0.00117914099578457	0.00130395434058323	0.00241245836708975	0.00232081383205044	0.00188243187833153	0.00208831681664578	0.0019160037635788199	0.00195195585977149	0.00223812841789658	0.00221881872447377	0.00204808114302433	0.00108389334489486	0.0020448047482899603	0.00210652026074408	0.00201456311658926	0.00166761936112184	0.00183886404370191	0.0015938830968816801	0.00201660768672324	0.0018016581632653102	0.00197675085649858	0.0019821014619595396	0.00145146920887546	0.0019622274401145	0.00189819500151307	0.0017791771341828602	0.0019176361360906103	0.00181317199372417	0.0018358160559995397	0.00205378770625867
Armatimonadota	2.65501997902534e-05	7.764328532836421e-05	5.32169655686233e-05	0.00020792902689215	8.105238415588e-06	4.374510601626439e-06	6.34185784725635e-05	8.934634216075192e-06	1.60600350152169e-06	1.95528667804962e-06	4.03149321872604e-07	0.00087374399301004	0.00035561891908667995	0.00031646627241103	3.82811752320796e-05	0.00012145650642503999	0.00032454068478084	0.00019971184433888	4.29817900482829e-05	0.00025706940874036	0.00023062330287287002	0.00024985792392561	0.00023919057908039	0.00032206860061193	0.00031402239642302	0.00024103222048422	0.00031049243924448	0.00032538416798137996	0.0003139663038371	0.00024702497342795	0.00034961635432052	0.0003791157108966	0.00042029663085018	0.00037610016550796	0.00042063429617501	0.0004027513218413	0.000364918416026	0.00032169105529356	0.00026413622074433	0.00044428232756740994	0.00031247236388291	0.00037723381847784	0.00086416419119632	0.00050284299694426	0.00055913818168263	0.0005505562516611599	0.00070139423488153	0.00065065195325716	0.0006334325711028	0.00064797360980207	0.00056078412249475	0.00108389334489486	0.00068763345517715	0.00068005772197249	0.00070931343059561	0.00059442387306841	0.00064565465393871	0.00052883701173914	0.0005811901522367	0.00075431034482758	0.0007233277735867599	0.0008999098386593199	0.00043737851557976	0.00059783632909393	0.00059998206347327	0.0006046027730921401	0.00058125037247072	0.0005854045703996	0.0005912758206336099	0.00065423076126788
Mycoplasmatota	0.00033187749737816	0.00106023244793215	0.0017872030936796	0.00284169670085944	0.0015318900605461301	0.00174105521944732	0.00149826391641431	0.00243022050677245	5.20866000493521e-06	5.86586003414886e-06	7.458262454643179e-06	0.0	5.72674610691394e-05	5.7145474222852504e-05	0.00014355440712028998	0.00024291301285008998	0.00016227034239042	0.00025677237129284	8.59635800965658e-05	0.0001519046506193	4.9596409219972494e-05	7.593721217347e-05	0.00015946038605359	9.45757001796938e-05	0.00010947569783555	0.00010043009186841999	0.00012216818987318	0.00011614407107113001	0.00012465854231167	0.00012075414333823	0.00013118937485932	0.00011954098992235	0.00013348182901593	0.00010221597057135	0.00011099240674318999	0.0001170510959088	0.00010453392125744	0.00011149947583945	0.00012556560578678001	0.00010824892738651	0.00013167074452927	0.00010679678879281	0.00014402736519938	3.8680230534174e-05	9.31896969471055e-05	5.6954094999430506e-05	3.42143529210504e-05	0.000182182546912	6.334325711028061e-05	9.817781966698079e-05	0.0	0.00021677866897897	1.8095617241504103e-05	8.29338685332316e-05	9.48172105744995e-05	0.00010308136046564	0.00020784374342301	0.0001151342571683	0.00010229353817825999	0.00011930418719211	0.00011430045319051001	0.00013628544646047	0.00010196271302016999	0.00010664279565839	9.14308330992203e-05	7.42096823433933e-05	5.5478534707998595e-05	5.58414534562416e-05	0.0005817391138492	0.00040164799900623
