id,label,abundance,abundance (log10),abundance (%),std,sem,med,prevalence
0,Acidobacteriota,0.0011146034820735005,-2.9528796045213896,0.11146034820735033,0.07242208495756491,0.01117497032019149,0.12865993499386527,0.9761904761904762
1,Actinomycetota,0.1635943285050553,-0.7862317565427737,16.359432850505563,18.305204475033417,2.8245543722387323,17.474532448498092,1.0
2,Aquificota,0.0001325396635452845,-3.8776541362091725,0.013253966354528487,0.011502403392893292,0.001774859376138767,0.011949887698525024,0.9047619047619048
3,Armatimonadota,0.00023450834954165414,-3.6298416898558816,0.023450834954165473,0.019404157367289093,0.002994126484964313,0.026065774680555043,0.9285714285714286
4,Atribacterota,5.5673709709541936e-05,-4.254349839359383,0.00556737097095421,0.004580701486886816,0.0007068175846029712,0.00617827537647711,0.8571428571428571
5,Bacillota,0.28765056065627187,-0.5411347751594698,28.76505606562725,13.176474436535214,2.033174146247251,34.142219008025805,1.0
6,Bacteroidota,0.2396282559423246,-0.6204619731094853,23.962825594232513,18.735190487331344,2.8909026543731438,18.88909710525811,1.0
7,Balneolota,3.3169677057315825e-05,-4.479258756786471,0.0033169677057315904,0.002898766517658537,0.00044728938443265966,0.003645056653858398,0.7380952380952381
8,Bdellovibrionota,0.00046065270394761546,-3.3366263752641236,0.046065270394761666,0.03670604074986477,0.00566386505154919,0.04289026699900009,0.9523809523809523
9,Caldisericota,2.865660658071094e-05,-4.5427752385906786,0.0028656606580711027,0.0024443575390429547,0.00037717255677942275,0.0028119057730845894,0.8571428571428571
10,Calditrichota,4.020015070160347e-05,-4.3957723188371185,0.004020015070160357,0.0033501697956655565,0.0005169424224130123,0.004463319568574018,0.8333333333333334
11,Campylobacterota,0.0028073611671959606,-2.5517017117580623,0.28073611671959675,0.2584738448647561,0.03988338014021391,0.27415102060102536,0.9761904761904762
12,Candidatus.Abawacabacteria,9.64534794312497e-06,-5.01568210114051,0.0009645347943124997,0.0011601094494324217,0.00017900877437010073,0.00028485479652896265,0.6190476190476191
13,Candidatus.Absconditabacteria,2.4153350033194145e-05,-4.617022624745617,0.002415335003319421,0.0025774217998743025,0.0003977048179859293,0.001880019148461109,0.7857142857142857
14,Candidatus.Adlerbacteria,2.0234225758349054e-05,-4.6939134087821595,0.002023422575834911,0.001936146591535061,0.00029875390509154595,0.00195301572038404,0.7619047619047619
15,Candidatus.Aenigmarchaeota,6.094599663372507e-07,-6.215054816657315,6.094599663372522e-05,8.136833356383638e-05,1.2555406449732873e-05,1.714838720127986e-05,0.5476190476190477
16,Candidatus.Altiarchaeota,2.414627318047812e-06,-5.6171498902562496,0.00024146273180478177,0.00033837726683323054,5.2212745823384125e-05,4.32712029346334e-05,0.6666666666666666
17,Candidatus.Amesbacteria,2.4371591802871906e-05,-4.613116104437477,0.002437159180287197,0.0022872831313913967,0.0003529354494854761,0.0023942158003833766,0.6904761904761905
18,Candidatus.Aminicenantes,0.00016279476138156135,-3.7883595745063134,0.016279476138156175,0.012362376444105093,0.0019075560988178694,0.018871552188595035,0.8809523809523809
19,Candidatus.Andersenbacteria,1.6639336627300244e-05,-4.778863992038432,0.0016639336627300289,0.001741832796572414,0.0002687706355849624,0.0012676307381009966,0.7380952380952381
20,Candidatus.Azambacteria,2.7705758331977752e-05,-4.557429958303709,0.0027705758331977824,0.0021963464055660157,0.0003389036080560356,0.002906216975005717,0.7857142857142857
21,Candidatus.Bathyarchaeota,1.1052008299562841e-05,-4.9565587976197145,0.0011052008299562873,0.0010698785604296313,0.00016508584592691248,0.0009824052070818486,0.6904761904761905
22,Candidatus.Beckwithbacteria,3.664229234735767e-05,-4.436017364625737,0.0036642292347357774,0.0032825763012936404,0.0005065125197957818,0.003927592009702094,0.7619047619047619
23,Candidatus.Berkelbacteria,8.033650114711922e-05,-4.095087086788917,0.008033650114711946,0.007400800684618224,0.001141968338038335,0.007925030629766839,0.9285714285714286
24,Candidatus.Bipolaricaulota,1.0756127597786764e-05,-4.968344054469747,0.001075612759778679,0.001101483107681262,0.00016996253344187434,0.001138368375759063,0.6666666666666666
25,Candidatus.Blackallbacteria,1.8146780021717236e-05,-4.741200425330952,0.0018146780021717282,0.001573144831016698,0.00024274151740142548,0.002108670880527491,0.7380952380952381
26,Candidatus.Blackburnbacteria,1.1948815653993294e-05,-4.922675139102917,0.0011948815653993327,0.0012527485849045269,0.00019330330331103861,0.0008947272731876928,0.8095238095238095
27,Candidatus.Brennerbacteria,1.287176454613908e-06,-5.890361913070601,0.00012871764546139113,0.0003644932974641142,5.6242536837442075e-05,2.8091857226843753e-06,0.5
28,Candidatus.Buchananbacteria,7.102000201184206e-05,-4.148619319731786,0.007102000201184226,0.006496435138963173,0.0010024217047534655,0.0057473518769737535,0.8809523809523809
29,Candidatus.Calescamantes,4.294527740711407e-06,-5.367084587567271,0.00042945277407114175,0.0008144466696786767,0.00012567184949688912,0.0002385414916531924,0.6904761904761905
30,Candidatus.Campbellbacteria,2.591101475780362e-05,-4.586515578326997,0.0025911014757803684,0.0027402076992112177,0.0004228232275802072,0.0017396463597525707,0.7857142857142857
31,Candidatus.Chisholmbacteria,1.1581040897831894e-05,-4.936252404695912,0.0011581040897831925,0.0011182558131622791,0.0001725506180855228,0.001091026261380275,0.6666666666666666
32,Candidatus.Cloacimonetes,1.8789550265414698e-05,-4.726083614768351,0.001878955026541475,0.0019126677897952056,0.0002951310473299905,0.0014109658831905616,0.7380952380952381
