#OTU ID	ERR2191545	ERR2191546	SRR3546449	SRR3546450	SRR3546451	SRR3546453	SRR3546454	SRR3546455	SRR3546457	SRR7193715
Candidatus.Berkelbacteria	0.0011057448314546	0.0001604531673204	0.0001045856201869	9.53836848155622e-05	8.78523935903447e-05	9.5610435081118e-05	0.0001644423111534	3.78917055056648e-05	0.0002932307935947	3.54120699643349e-06
Candidatus.Gribaldobacteria	0.0004283749131898	0.0002015335662223	9.02859894827782e-06	3.6928702876064e-05	2.86384968081911e-05	2.42713727204521e-05	1.2602349738697e-05	7.08077325105858e-06	0.0004557251142329	5.99281184011821e-07
Candidatus.Saccharibacteria	0.0001924014370425	1.9168928229714e-05	0.0026399518947897	0.0169377021597121	0.0023300945084229	0.0121817706793325	0.0001918493630123	0.0016669479838742	3.96443798560396e-05	3.75912742698324e-06
Candidatus.Eisenbacteria	7.69605748170308e-05	1.98906499251098e-05	3.47053080959812e-05	2.48201709028822e-05	5.76228691816985e-05	2.51206472723648e-05	2.65505814883228e-05	1.99984001279898e-05	1.31265770417861e-05	1.08960215274877e-05
Candidatus.Desantisbacteria	0.0024129060045942	0.0001282643797057	0.0001719086990498	5.44651974579135e-05	0.0002273094215258	4.60396204457931e-05	0.0004721598800158	7.81277210741801e-05	0.0019774553156497	1.23669844336985e-05
Candidatus.Edwardsbacteria	0.0002269585715048	1.98040433216623e-05	1.34646157725762e-05	8.11874749159698e-06	5.13279338929416e-05	4.17932476862297e-05	7.50023338817599e-05	1.95199695029182e-05	1.82607624170009e-05	8.90749759872116e-06
Candidatus.Lindowbacteria	7.92143009776163e-05	7.82346317809109e-06	1.67002986326526e-05	1.86963156520776e-05	3.09904506523421e-05	1.40353794368729e-05	3.81741079463443e-05	2.27732977534046e-05	1.14328251654266e-05	2.77848548950935e-06
Candidatus.Ratteibacteria	0.0003279588920348	2.41632423618533e-05	1.48737034697062e-05	5.24239123743119e-06	6.06665741564821e-05	5.22974329335709e-06	0.0001185599698718	2.26776116283903e-05	0.0001713865179891	8.98921776017731e-06
Candidatus.Dadabacteria	3.78125166942679e-05	9.84428392519949e-06	6.00166982110953e-06	7.23728347822359e-06	2.59406673987238e-05	2.726618298246e-06	4.00094015976109e-05	6.02822587590122e-06	3.20224964124218e-05	2.77848548950935e-06
Candidatus.Firestonebacteria	9.69102249051766e-05	3.98390375858513e-06	1.89444012614153e-05	2.93666694981765e-05	7.31872696209328e-05	1.21133370299126e-05	0.0002963387482245	3.3872888255064e-05	2.26010016001721e-05	1.11684220656748e-06
Candidatus.Raymondbacteria	6.87803835674983e-05	2.65593583905675e-06	0.0001396562473155	9.46413993306162e-06	6.97285139677697e-05	2.90988280681664e-05	0.0001847528942275	2.24383963158545e-05	2.14365471851749e-05	1.93404382112906e-06
Candidatus.Riflebacteria	0.0001979940167744	6.29341318385188e-06	0.0052736411775923	0.0074831655451119	0.0029152467898251	0.0070725349750257	0.0010502773801648	0.005893595498006	0.000215265277536	3.48672688879605e-06
Candidatus.Wallbacteria	1.07678027672418e-05	2.04968961492423e-06	7.56732281792072e-06	7.65481906350572e-06	1.92306814315873e-05	3.21830356514282e-06	3.92752841371043e-05	5.7411675008583e-06	5.34590435975967e-06	4.08600807280787e-07
candidate.division.CPR1	3.33050643730969e-05	7.0728726148794e-06	8.35014931632631e-07	2.78357056854754e-07	6.22576017569372e-07	7.59877230658722e-07	2.3247052916043e-06	7.65489000114441e-07	6.49447985091596e-05	3.67740726552708e-06
Candidatus.Coatesbacteria	7.37886639243549e-05	6.40888865511521e-06	9.70704858022933e-06	7.56203337788747e-06	2.51105660419647e-05	4.9168526689682e-06	1.63952899513146e-05	8.94665268883752e-06	1.27031390726963e-05	2.60142513968768e-05
Candidatus.Bipolaricaulota	3.84802874085154e-05	8.14102072406527e-06	3.28787129330348e-06	4.54649859529431e-06	1.1275543429312e-05	1.96674106758728e-06	5.87293968405297e-06	3.54038662552929e-06	1.43968909490558e-05	1.18221833573241e-05
Candidatus.Blackallbacteria	2.03670067845505e-05	2.45385376434591e-06	2.47895057828437e-05	3.5444131906172e-05	3.82538375239847e-05	4.95261159746979e-05	8.35670375876705e-05	5.24359965078392e-05	1.12211061808817e-05	5.58421103283742e-06
candidate.division.CPR2	8.08837277632352e-05	6.09133110914104e-06	2.24410262876269e-06	4.12896301001218e-06	3.81846624109215e-05	1.51975446131744e-06	2.92423455101804e-05	1.37309589395528e-05	5.70053365887244e-05	5.44801076374383e-07
Candidatus.Fraserbacteria	1.11851594636466e-05	4.15711696548014e-06	1.93097202940046e-06	2.78357056854754e-06	4.63473257523866e-06	1.02806919442062e-06	5.13882222354635e-06	2.15293781282186e-06	7.62188344361775e-06	1.96128387494778e-06
Candidatus.Fischerbacteria	4.0567070890539e-05	2.16516508618757e-06	1.50302687693874e-05	2.24077430768077e-05	4.61398004131968e-05	1.07723772111031e-05	2.63058756681539e-05	2.45913341286764e-05	1.12211061808817e-05	1.1440822603862e-06
Candidatus.Sumerlaeota	1.54421977669747e-05	6.35115091948354e-07	3.65319032589276e-06	3.43307036787529e-06	4.42720723604887e-06	2.14553571009521e-06	2.07999947143543e-06	3.7317588755579e-06	1.79961136863197e-06	6.56485297031131e-06
candidate.division.WOR.3	1.66942678561889e-05	3.14670659192594e-06	3.65319032589276e-06	3.89699879596655e-06	4.80767035789682e-05	1.87734374633331e-06	1.95764656135099e-05	1.77976192526607e-05	2.18599851542648e-05	2.17920430549753e-07
Candidatus.Wirthbacteria	1.48578983920081e-05	2.28064055745091e-06	3.28787129330348e-06	1.71653518393765e-06	1.48726493086017e-05	8.04575891285706e-07	9.54352698658608e-06	5.645481375844e-06	4.23437969089875e-06	2.63683720965201e-05
Candidatus.Abawacabacteria	5.51745552647043e-05	1.9342141436609e-06	2.76598696103309e-06	9.232175719016e-06	1.88156307532077e-05	2.81601561949997e-06	2.75294047689983e-05	6.74587181350851e-06	3.49336324499147e-06	1.63440322912315e-06
Candidatus.Absconditabacteria	7.10341097280838e-05	2.71367357468842e-05	4.9057127233417e-06	3.01553478259316e-06	4.84225791442845e-06	1.34095981880951e-06	1.11341148176838e-05	2.43999618786478e-06	6.72207775930177e-06	4.05876801898915e-06
candidate.division.CPR3	1.86975799989316e-05	7.79459431027526e-07	1.09073825444512e-05	6.41149087622116e-05	1.19672945599446e-05	5.11352677572693e-05	8.07529206557284e-06	9.18586800137329e-06	1.95840060704067e-06	1.08960215274877e-07
Candidatus.Delongbacteria	1.34388856242321e-05	0.0	2.50504479489789e-06	2.45882066888366e-06	7.88596288921204e-06	6.25781248777771e-07	0.0002702775783765	5.7411675008583e-06	1.64082213022327e-05	5.17561022555663e-07
Candidatus.Calescamantes	3.33885357123778e-06	0.0	4.69695899043355e-07	5.56714113709507e-07	1.03762669594895e-06	4.46986606269836e-07	3.67058730253311e-06	3.34901437550068e-07	7.93946192043516e-07	2.17920430549753e-07
Planctomycetota	0.0115475085474651	0.0011112781977027	0.0023565165139337	0.0010722777758473	0.0029077067025012	0.0011126837589875	0.0071494475949639	0.0013764927513932	0.0025807485621105	0.0006173685797474
Candidatus.Omnitrophica	0.0040999452428014	0.0002266206123542	0.0007519309459351	0.0003420080371888	0.0011053491316378	0.000314544474832	0.0029498063092256	0.0004097279873112	0.001040863457769	8.97559773326795e-05
Verrucomicrobiota	0.0013952234360809	0.0002116376699578	0.0005921299633939	0.0003489669636102	0.0009750232186267	0.0002720360485758	0.0017166113284846	0.0004055656408731	0.0003153024977335	0.0002551575841199
Lentisphaerota	0.0012655924461776	8.07173544130727e-05	0.0003635446258595	0.0002651814894969	0.0005591424388903	0.0005320928561036	0.0025391899429823	0.0002318474809096	0.0003151966382412	0.0001090419354363
Chlamydiota	0.0008813738714674	3.32569357238411e-05	4.60301981062488e-05	5.65528753843241e-05	0.0001508709215909	3.43732700221504e-05	0.0001523293730551	6.67889152599849e-05	7.75420780895834e-05	1.73246742287054e-05
Kiritimatiellota	0.0001560914044553	2.95617206434143e-05	3.5749076760522e-05	2.73717772573841e-05	4.78691782397784e-05	8.71623882226181e-06	0.0003318210921489	1.88980096903253e-05	3.24988641276479e-05	8.02219584961278e-05
