#OTU ID	mgm4496840	mgm4496841	mgm4449356	mgm4449358	mgm4449359	mgm4449360	mgm4449362	mgm4449363	mgm4449364	mgm4449365	mgm4449249	mgm4449252	mgm4449255	mgm4449256	mgm4449258	mgm4449284	mgm4449357	mgm4449877	mgm4511045	mgm4511046	mgm4511047	mgm4511048	mgm4511049	mgm4511050	mgm4511063	mgm4511064	mgm4511065	mgm4511111	mgm4511113	mgm4511114	mgm4511116	mgm4511135	mgm4511136	mgm4511137	mgm4511138	mgm4511139	mgm4511140	mgm4511141	mgm4511151	mgm4511178	mgm4511179	mgm4511180	mgm4511181	mgm4511182	mgm4511183	mgm4511184	mgm4511185	mgm4511187	mgm4511190	mgm4514321	mgm4514322	mgm4514323	mgm4514324	mgm4514325	mgm4514327	mgm4514328	mgm4514329	mgm4514331	mgm4529642	mgm4529644	mgm4529646	mgm4529648	mgm4529654	mgm4529655	mgm4529656	mgm4529657	mgm4529733	mgm4529734	mgm4529735	mgm4529736	mgm4529737	mgm4529738	mgm4529739	mgm4529740	mgm4529741	mgm4529743	mgm4535613	mgm4535614	mgm4535615	mgm4535617	mgm4535618	mgm4535619	mgm4535621	mgm4535622	mgm4535623	mgm4535624	mgm4535625	mgm4537558	mgm4537560	mgm4537561	mgm4537562	mgm4537564	mgm4537565	mgm4537566	mgm4537567
Pseudomonadota	0.398148148148148	0.452852153667055	0.492513790386131	0.478825831702544	0.488631749898498	0.489654617180581	0.511626348589426	0.5152058135483549	0.508111268085936	0.50118947126084	0.44008395567921105	0.468964926800034	0.43287948282711497	0.44284998120065205	0.44323038286998295	0.46352503487831304	0.416392568228287	0.434852118305356	0.376830318690784	0.48164571313396	0.559765338548032	0.526580119397328	0.48527982224690996	0.428812843261512	0.34048766243247197	0.38251879699248104	0.378284923928077	0.497900139990667	0.48961960025789797	0.49262202043132797	0.48406602816604494	0.5060471037555699	0.48388483025354495	0.366562138966826	0.468267223382046	0.5457534081312579	0.511061946902655	0.571052631578947	0.31072695035460995	0.324507042253521	0.365615282096846	0.383037354562156	0.363969689562454	0.3580729166666671	0.361089494163424	0.364538043478261	0.341494585323199	0.396428571428571	0.4230320018687221	0.7156723963599599	0.772705078125	0.502800043922258	0.6204301075268821	0.7034166960197249	0.7250709555345319	0.71566794942276	0.680823680823681	0.6765643901902559	0.33243451463790397	0.585665990534145	0.42895878524945796	0.690956408588159	0.330056179775281	0.742323901264299	0.322037180480248	0.754001032524522	0.7941424950718109	0.780888444507927	0.7621921776919359	0.398339503288646	0.770395550061805	0.7215836526181351	0.760550996483001	0.36731107205623903	0.7148582671427528	0.7680306152487489	0.7202896386981191	0.7915929914804691	0.709197235513025	0.679785564853556	0.634860713355897	0.668262951676099	0.6454324488555799	0.6105453570950021	0.6722325293753859	0.7014301002043	0.719021964359718	0.570901134965131	0.58974358974359	0.562922868741543	0.727502368171771	0.7578406169665809	0.516488620529494	0.507376844211053	0.533925861695209
Actinomycetota	0.11574074074074099	0.11641443538998801	0.31341786660935606	0.318786692759295	0.348812423873325	0.31309878431688304	0.35425182604034	0.305509929819322	0.330686413017002	0.354922876218249	0.407380289939962	0.41320167803430297	0.41236592148506607	0.41480762000250704	0.410274485614839	0.435374360564254	0.427415770290692	0.39311159767837894	0.554909560723514	0.44410571666120796	0.331948178929357	0.3695631573960011	0.424177197611443	0.49429657794676796	0.617024383121624	0.527255639097744	0.5542876901798061	0.426504899673355	0.39574468085106396	0.403329549754067	0.434129922141568	0.400541056651814	0.432746024924796	0.5783132530120481	0.445720250521921	0.34977078055253996	0.397597977243995	0.289473684210526	0.6529255319148941	0.6281690140845071	0.572634384717903	0.5590936925903249	0.583231483744806	0.594184027777778	0.59662775616083	0.586548913043478	0.6203672563395439	0.518877551020408	0.507825274468582	0.128614762386249	0.16259765625	0.441748105852641	0.316989247311828	0.21046143008101395	0.175402081362346	0.146564046179219	0.184684684684685	0.21137138458154603	0.6195428864920389	0.33319810682893797	0.514370932754881	0.24658425504229	0.586516853932584	0.184828416616496	0.591789310611929	0.193082085699535	0.144184736693889	0.184402228253107	0.212699179140512	0.5404521439097151	0.17861557478368398	0.24584929757343602	0.199589683470106	0.5528791481443189	0.18851563069299698	0.19458345599058	0.21073454762615698	0.15278894068477697	0.201488569909623	0.27876569037656895	0.22572246810726396	0.225076186329996	0.309702248328945	0.33143507972665104	0.244897959183673	0.21373674481953503	0.19627020306672197	0.355736359907015	0.334812623274162	0.370771312584574	0.185243658562257	0.235818337617823	0.37993497445424995	0.38284571142785706	0.381964014740949
Chloroflexota	0.0509259259259259	0.0710128055878929	0.009241349666881579	0.0086105675146771	0.00943970767356882	0.008855969728685291	0.00448971386450446	0.00851127370464387	0.00867150582160082	0.00652290691428133	0.00917655098355054	0.00413800975999543	0.00805373975224818	0.0069870911141747104	0.009032030664845571	0.00285227096574175	0.006889501289003471	0.0100788934070135	0.00047372954349698	0.00022675165654682003	0.00024443901246639	0.00018951956789538	0.00041660880433273	0.00042247570764681003	0.0002920134326179	0.0	0.0001728907330567	0.0	0.00038684719535782996	0.00018917896329928	0.00038863345936474	0.00079567154678548	0.00042973785990545	0.00049513120977058	0.00041753653444676	0.00024128362890577003	0.0	0.00060728744939271	0.0	0.0	0.0017769880053309602	0.00030618493570116004	0.00061109753116597	0.00086805555555555	0.0	0.0008152173913043401	0.00053810452680433	0.0	0.00070077084793272	0.00020222446916076	0.000244140625	0.0	0.00043010752688172	0.00035223670306445	0.00018921475875118002	0.0	0.0	0.00010997470581766002	0.00064201335387776	0.00013522650439486	0.0	0.0	0.00252808988764045	0.0	0.00445391169635941	0.0	0.0	0.0	0.0	0.0005211515652517701	0.0	0.0	0.0	0.00144732761294324	0.0	0.0	0.0001492982979994	8.03729303970423e-05	0.00042530568846358	0.00026150627615062	0.0	0.00043535045711797995	0.00030382823577071	0.00020099155835453999	0.0	0.00029185718455102	0.0	0.0	0.0	0.0006765899864682	0.00010525207872855	0.00034275921165381003	0.0009289363678588	0.00050012503125781	0.00021677866897897
Bacillota	0.125	0.0919674039580908	0.0117486925997564	0.0106457925636008	0.00994721883881445	0.009620803477980841	0.00877839576492662	0.0097058384351202	0.00818434257319628	0.0100529506561277	0.00917655098355054	0.009817071430609859	0.00895662537469753	0.00958766762752225	0.00942855884037538	0.00678964501627655	0.008978575873410971	0.00993987418760644	0.00146425495262705	0.00211634879443703	0.0024443901246639	0.0024637543826400102	0.00173587001805305	0.00211237853823405	0.0031391444006424302	0.0103383458646617	0.00259336099585062	0.00139990667288847	0.0025789813023855603	0.00170261066969353	0.0019036452501086899	0.00063653723742839	0.0021486892995272898	0.00198052483908236	0.00250521920668058	0.00295572445409579	0.00126422250316056	0.00161943319838057	0.00354609929078014	0.00112676056338028	0.00266548200799645	0.00275566442131047	0.00403324370569543	0.001953125	0.00168612191958495	0.0012228260869565199	0.00134526131701083	0.00153061224489796	0.0037374445223078705	0.0032355915065723	0.001708984375	0.0012078620841111198	0.00129032258064516	0.0051074321944346605	0.0011352885525071	0.0027487630566245197	0.00128700128700129	0.0017595952930825897	0.00192604006163328	0.00365111561866126	0.00704989154013015	0.00422901756668835	0.00337078651685393	0.00270921131848284	0.00639039504260263	0.00025813113061435	0.00028161081385525	0.0127124696471933	0.00144857556735876	0.00197678179923085	0.00077255871446229	0.004469987228607921	0.00439624853458382	0.0126124263413626	0.0018217590905778602	0.00647630261995879	0.00156763212899373	0.00514386754541071	0.005635300372142479	0.00196129707112971	0.00833116375943765	0.00478885502829778	0.00151914117885355	0.0018089240251909398	0.00247371675943105	0.005253429321918471	0.0031496062992126	0.0045808833584028395	0.0009861932938856	0.0047361299052774	0.0026313019682138697	0.00085689802913453	0.0143985137018114	0.00600150037509377	0.00260134402774767
Cyanobacteriota	0.0200617283950617	0.00814901047729918	0.00401174869259976	0.00457925636007828	0.00370483150629314	0.0041462040093390206	0.00331702740735777	0.006221691304564229	0.0031178447897890604	0.00245568260302356	0.00517401278859765	0.00228303986758369	0.0119903210661273	0.00560847223962903	0.00647662686698683	0.0020461943884669	0.00800071117432661	0.0105654606749383	0.00047372954349698	0.00032753017056763	0.00024443901246639	0.00028427935184307	0.00048604360505485	0.00042247570764681003	0.0005110235070813201	0.0	0.00051867219917012	0.00069995333644423	0.00064474532559638	0.0005675368898978401	0.00065211377079847	0.00063653723742839	0.0008594757198109099	0.00033008747318039	0.00020876826722338	0.000271444082519	0.0	0.00040485829959514	0.0	0.0	0.00044424700133274006	0.00030618493570116004	0.00018332925934979	0.00043402777777777	0.00012970168612192	0.00013586956521738998	0.00020178919755162	0.0	0.0	0.00020222446916076	0.0	0.0003294169320303	0.00043010752688172	0.00070447340612891	0.00037842951750236003	0.00010995052226498	0.00064350064350064	0.00032992411745298	0.0008988186954288599	0.00013522650439486	0.00108459869848156	0.00113858165256994	0.00168539325842697	0.0	0.00096824167312161	0.00077439339184305	0.0005632216277105	0.00014283673760891	0.00024142926122646001	0.00039535635984617003	0.0	0.0	0.0	0.00031014163134498	0.00043722218173867995	0.0	0.0001492982979994	0.00016074586079408	0.00021265284423179	0.00013075313807531	0.00065087216870606	0.0	0.0	0.00013399437223636	0.0	0.0003891429127347	8.28843762950684e-05	0.00013674278681799	0.0	0.0	0.00021050415745711002	0.00034275921165381003	0.0	0.00100025006251563	0.00065033600693691
Candidatus Melainabacteria	0.0	0.0	0.0	0.0	0.0	0.0	6.70106546940964e-05	4.97735304365139e-05	0.0	0.00023022024403345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093984962406015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Margulisbacteria	0.0	0.0	7.16383695107099e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85379983447961e-05	3.6115424897973904e-05	3.13322471487655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5870077858432e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019364833462432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcota	0.004629629629629629	0.0	0.00222078945483201	0.0027788649706457897	0.00243605359317905	0.00209322920859834	0.0019433089861287899	0.0028370912348812897	0.00267939786622497	0.00184176195226767	0.00292868648411188	0.00188350789075654	0.00205857921918451	0.00206792831181852	0.00242322773934881	0.00167415904510929	0.0024002133522979803	0.00222430751051333	0.0003875968992248	0.00025194628505202004	0.0	0.0008528380555292299	0.00048604360505485	0.00063371356147021	0.0005110235070813201	0.0018796992481203	0.00069156293222683	0.00023331777881474	0.00038684719535782996	0.00037835792659856	0.00051378660729577	0.00031826861871419	0.0	0.00066017494636078	0.00041753653444676	0.000271444082519	0.00094816687737041	0.00020242914979757	0.0	0.00056338028169014	0.00044424700133274006	0.0006123698714023201	0.00042776827181618	0.0006510416666666599	0.00038910505836575	0.00067934782608695	0.0008744198560570299	0.00102040816326531	0.00046718056528847996	0.00020222446916076	0.0	0.0001098056440101	0.00021505376344086	0.0	0.0	0.00032985156679494	0.0	0.00032992411745298	0.00102722136620442	0.0	0.00216919739696312	0.0001626545217957	0.0	0.0	0.00367931835786212	0.0005162622612287	0.00028161081385525	0.0	0.0	0.00034144412895805	0.00015451174289246	0.0	0.00029308323563892	0.00041352217512664	0.00014574072724622	0.0	0.0003732457449985	0.00032149172158816	0.0	0.00039225941422594	0.00026034886748242	0.00043535045711797995	0.00040510431436094	0.00040198311670909	0.0006184291898577599	0.0	0.00041442188147534	0.00027348557363599	0.0009861932938856	0.0	0.00010525207872855	0.0001713796058269	0.0009289363678588	0.00100025006251563	0.00021677866897897
Armatimonadota	0.00617283950617284	0.00116414435389988	0.00157604412923562	0.0010958904109589	0.00045676004872107	0.0008855969728685199	0.0007706225289821	0.0007466029565477	0.00082817752228771	0.00046044048806690997	0.0006345487382242401	0.00034245598013755	0.0006861930730615	0.0007206416844216	0.00030841080318984	0.00055805301503642	0.00062227753578095	0.00045181246307302004	0.0	2.51946285052027e-05	0.0	9.475978394769259e-05	4.62898671480813e-05	0.0	0.0	0.00093984962406015	0.0	0.00023331777881474	0.0	0.0	9.221810900180479e-05	0.0	0.00042973785990545	0.0	0.0	0.0	0.0	0.00020242914979757	0.0	0.0	0.0	0.0	0.0	0.00021701388888888	0.0	0.00013586956521738998	0.00013452613170108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018921475875118002	0.0	0.0	0.00010997470581766002	0.0002568053415511	0.0	0.0	0.0	0.00028089887640449	0.0	0.0005809450038729599	0.0	0.0	0.0	0.0	3.59414872587428e-05	0.0	0.0	0.0	0.00031014163134498	0.0	0.0	0.0	0.0	0.00010632642211589	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	8.28843762950684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmatota	0.00154320987654321	0.0023282887077997697	7.16383695107099e-05	0.00011741682974558999	0.00010150223304911999	8.05088157153208e-05	6.70106546940964e-05	4.97735304365139e-05	0.00014614897452136	0.00023022024403345	0.00034168008981305	8.56139950343883e-05	0.0	6.2664494297531e-05	4.40586861699784e-05	3.10029452798016e-05	0.00013334518623877	0.00017377402425885	8.61326442721792e-05	2.51946285052027e-05	0.0	9.475978394769259e-05	6.94348007221219e-05	0.0	0.0	0.00093984962406015	0.0	0.0	0.0	0.0	1.97610233575296e-05	0.0	0.0	0.0	0.0	3.01604536132223e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00012221950623319	0.00021701388888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001098056440101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027114967462039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001257952054056	0.0	0.0	0.0	0.0	0.0	0.0002943773918163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	8.28843762950684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
