source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00140000,172,4,0,neg
0,2,Undirected,-0.00250000,135,39,2,neg
0,3,Undirected,-0.00210000,150,22,4,neg
0,4,Undirected,-0.00160000,129,43,4,neg
0,5,Undirected,-0.00080000,172,4,0,neg
0,6,Undirected,-0.00370000,172,4,0,neg
0,7,Undirected,-0.00380000,107,65,4,neg
0,8,Undirected,-0.00330000,163,11,2,neg
0,9,Undirected,0.00220000,100,72,4,pos
0,10,Undirected,-0.00050000,114,58,4,neg
0,11,Undirected,-0.00120000,170,5,1,neg
0,12,Undirected,0.00190000,92,80,4,pos
0,13,Undirected,-0.00190000,110,62,4,neg
0,14,Undirected,-0.00030000,110,62,4,neg
0,15,Undirected,-0.00200000,36,136,4,neg
0,16,Undirected,0.00000000,60,112,4,pos
0,17,Undirected,-0.00080000,105,67,4,neg
0,18,Undirected,-0.00060000,142,30,4,neg
0,19,Undirected,-0.00150000,96,76,4,neg
0,20,Undirected,-0.00340000,108,64,4,neg
0,21,Undirected,-0.00100000,99,73,4,neg
0,22,Undirected,-0.00150000,111,61,4,neg
0,23,Undirected,-0.00280000,130,43,3,neg
0,24,Undirected,-0.00090000,92,80,4,neg
0,25,Undirected,-0.00150000,107,65,4,neg
0,26,Undirected,-0.00010000,95,77,4,neg
0,27,Undirected,0.00060000,58,114,4,pos
0,28,Undirected,-0.00200000,124,48,4,neg
0,29,Undirected,-0.00150000,45,127,4,neg
0,30,Undirected,0.00090000,113,59,4,pos
0,31,Undirected,0.00090000,87,85,4,pos
0,32,Undirected,-0.00100000,92,81,3,neg
0,33,Undirected,-0.00040000,102,70,4,neg
0,34,Undirected,0.00020000,117,55,4,pos
0,35,Undirected,-0.00150000,101,71,4,neg
0,36,Undirected,-0.00460000,118,54,4,neg
0,37,Undirected,-0.00100000,94,78,4,neg
0,38,Undirected,-0.00220000,138,34,4,neg
0,39,Undirected,-0.00240000,86,86,4,neg
0,40,Undirected,0.00030000,113,59,4,pos
0,41,Undirected,0.00220000,89,83,4,pos
0,42,Undirected,0.00110000,120,52,4,pos
0,43,Undirected,-0.00280000,105,67,4,neg
0,44,Undirected,-0.00200000,110,63,3,neg
0,45,Undirected,0.00160000,147,28,1,pos
0,46,Undirected,-0.00200000,111,61,4,neg
0,47,Undirected,0.00030000,100,72,4,pos
0,48,Undirected,-0.00320000,85,87,4,neg
0,49,Undirected,-0.00550000,115,57,4,neg
0,50,Undirected,0.00030000,107,65,4,pos
0,51,Undirected,-0.00330000,139,33,4,neg
0,52,Undirected,-0.00200000,109,63,4,neg
0,53,Undirected,-0.00030000,104,68,4,neg
0,54,Undirected,-0.00100000,116,56,4,neg
0,55,Undirected,0.00070000,114,58,4,pos
0,56,Undirected,0.00540000,113,59,4,pos
0,57,Undirected,-0.00150000,17,155,4,neg
0,58,Undirected,0.00110000,89,83,4,pos
0,59,Undirected,-0.00060000,98,74,4,neg
0,60,Undirected,-0.00360000,110,62,4,neg
0,61,Undirected,-0.00200000,149,24,3,neg
0,62,Undirected,0.00080000,121,51,4,pos
0,63,Undirected,-0.00040000,126,47,3,neg
0,64,Undirected,-0.00250000,41,131,4,neg
0,65,Undirected,-0.00160000,107,65,4,neg
0,66,Undirected,-0.00290000,139,33,4,neg
0,67,Undirected,-0.00260000,96,76,4,neg
0,68,Undirected,-0.00130000,112,60,4,neg
0,69,Undirected,-0.00000000,113,59,4,pos
0,70,Undirected,-0.00150000,91,81,4,neg
0,71,Undirected,-0.00050000,152,21,3,neg
0,72,Undirected,-0.00060000,113,59,4,neg
0,73,Undirected,-0.00060000,129,43,4,neg
0,74,Undirected,0.00070000,124,48,4,pos
0,75,Undirected,-0.00300000,103,69,4,neg
0,76,Undirected,-0.00050000,75,97,4,neg
0,77,Undirected,0.00070000,141,31,4,pos
0,78,Undirected,-0.00010000,35,137,4,neg
0,79,Undirected,-0.00240000,138,34,4,neg
0,80,Undirected,-0.00470000,93,79,4,neg
0,81,Undirected,0.00170000,149,24,3,pos
0,82,Undirected,-0.00080000,45,127,4,neg
0,83,Undirected,0.00130000,163,11,2,pos
0,84,Undirected,-0.00030000,123,50,3,neg
0,85,Undirected,-0.00410000,91,81,4,neg
0,86,Undirected,0.00010000,155,17,4,pos
0,87,Undirected,-0.00080000,115,57,4,neg
0,88,Undirected,0.00020000,81,91,4,pos
0,89,Undirected,-0.00240000,101,71,4,neg
0,90,Undirected,-0.00020000,107,65,4,neg
0,91,Undirected,-0.00070000,148,25,3,neg
0,92,Undirected,0.00070000,159,14,3,pos
0,93,Undirected,-0.00120000,116,56,4,neg
0,94,Undirected,-0.00050000,138,35,3,neg
0,95,Undirected,0.00260000,123,49,4,pos
0,96,Undirected,-0.00050000,126,46,4,neg
0,97,Undirected,-0.00160000,99,73,4,neg
0,98,Undirected,0.00080000,121,52,3,pos
0,99,Undirected,-0.00150000,81,91,4,neg
0,100,Undirected,0.00070000,116,56,4,pos
0,101,Undirected,-0.00090000,94,78,4,neg
0,102,Undirected,-0.00140000,128,44,4,neg
0,103,Undirected,0.00010000,104,68,4,pos
0,104,Undirected,0.00060000,101,72,3,pos
0,105,Undirected,-0.00000000,109,63,4,pos
0,106,Undirected,-0.00150000,54,118,4,neg
0,107,Undirected,-0.00270000,143,29,4,neg
0,108,Undirected,-0.00220000,27,145,4,neg
0,109,Undirected,-0.00120000,112,60,4,neg
0,110,Undirected,0.00120000,99,73,4,pos
0,111,Undirected,-0.00070000,109,63,4,neg
0,112,Undirected,-0.00480000,85,87,4,neg
0,113,Undirected,0.00190000,128,45,3,pos
0,114,Undirected,0.00050000,138,34,4,pos
0,115,Undirected,0.00030000,131,41,4,pos
0,116,Undirected,0.00000000,110,62,4,pos
0,117,Undirected,-0.00400000,137,36,3,neg
0,118,Undirected,0.00030000,105,67,4,pos
0,119,Undirected,-0.00210000,129,44,3,neg
0,120,Undirected,0.00190000,142,31,3,pos
0,121,Undirected,0.00250000,151,21,4,pos
0,122,Undirected,0.00050000,171,3,2,pos
0,123,Undirected,-0.00030000,106,66,4,neg
0,124,Undirected,-0.00120000,85,87,4,neg
0,125,Undirected,-0.00040000,172,4,0,neg
0,126,Undirected,-0.00220000,134,39,3,neg
0,127,Undirected,0.00310000,165,8,3,pos
0,128,Undirected,-0.00290000,102,70,4,neg
0,129,Undirected,-0.00030000,161,14,1,neg
0,130,Undirected,-0.00250000,171,5,0,neg
0,131,Undirected,0.00070000,116,57,3,pos
0,132,Undirected,0.00190000,162,12,2,pos
0,133,Undirected,-0.00210000,166,8,2,neg
0,134,Undirected,0.00100000,160,13,3,pos
0,135,Undirected,-0.00020000,119,53,4,neg
0,136,Undirected,-0.00060000,152,20,4,neg
0,137,Undirected,-0.00460000,168,7,1,neg
0,138,Undirected,-0.00120000,172,3,1,neg
0,139,Undirected,-0.00550000,78,95,3,neg
0,140,Undirected,-0.00130000,149,25,2,neg
0,141,Undirected,0.00030000,131,41,4,pos
0,142,Undirected,-0.00240000,165,8,3,neg
0,143,Undirected,0.00050000,172,3,1,pos
0,144,Undirected,0.00450000,172,4,0,pos
0,145,Undirected,-0.00020000,167,8,1,neg
0,146,Undirected,-0.00050000,141,31,4,neg
0,147,Undirected,-0.00390000,172,3,1,neg
0,148,Undirected,-0.00280000,117,55,4,neg
0,149,Undirected,-0.00320000,148,25,3,neg
0,150,Undirected,0.00140000,156,16,4,pos
0,151,Undirected,-0.00430000,172,3,1,neg
0,152,Undirected,0.00190000,81,91,4,pos
0,153,Undirected,-0.00070000,97,75,4,neg
0,154,Undirected,0.00330000,83,89,4,pos
0,155,Undirected,0.00070000,128,44,4,pos
0,156,Undirected,0.00080000,76,96,4,pos
0,157,Undirected,-0.00340000,135,37,4,neg
0,158,Undirected,0.00100000,122,50,4,pos
1,2,Undirected,-0.00280000,137,39,0,neg
1,3,Undirected,-0.00050000,150,26,0,neg
1,4,Undirected,-0.00330000,129,47,0,neg
1,5,Undirected,-0.01400000,176,0,0,neg
1,6,Undirected,-0.00720000,176,0,0,neg
1,7,Undirected,-0.00160000,107,69,0,neg
1,8,Undirected,-0.00020000,165,11,0,neg
1,9,Undirected,-0.00140000,100,76,0,neg
1,10,Undirected,-0.00030000,114,62,0,neg
1,11,Undirected,-0.00230000,173,3,0,neg
1,12,Undirected,0.00010000,92,84,0,pos
1,13,Undirected,0.00140000,110,66,0,pos
1,14,Undirected,-0.00090000,110,66,0,neg
1,15,Undirected,-0.00070000,36,140,0,neg
1,16,Undirected,-0.00220000,60,116,0,neg
1,17,Undirected,0.00110000,105,71,0,pos
1,18,Undirected,0.00070000,142,34,0,pos
1,19,Undirected,-0.00190000,96,80,0,neg
1,20,Undirected,-0.00250000,108,68,0,neg
1,21,Undirected,0.00160000,99,77,0,pos
1,22,Undirected,0.00160000,111,65,0,pos
1,23,Undirected,-0.00170000,131,45,0,neg
1,24,Undirected,0.00030000,92,84,0,pos
1,25,Undirected,-0.00090000,107,69,0,neg
1,26,Undirected,-0.00210000,95,81,0,neg
1,27,Undirected,0.00260000,58,118,0,pos
1,28,Undirected,-0.00280000,124,52,0,neg
1,29,Undirected,0.00060000,45,131,0,pos
1,30,Undirected,-0.00430000,113,63,0,neg
1,31,Undirected,0.00030000,87,89,0,pos
1,32,Undirected,0.00110000,93,83,0,pos
1,33,Undirected,0.00200000,102,74,0,pos
1,34,Undirected,0.00320000,117,59,0,pos
1,35,Undirected,0.00010000,101,75,0,pos
1,36,Undirected,-0.00070000,118,58,0,neg
1,37,Undirected,-0.00270000,94,82,0,neg
1,38,Undirected,0.00010000,138,38,0,pos
1,39,Undirected,0.00250000,86,90,0,pos
1,40,Undirected,-0.00320000,113,63,0,neg
1,41,Undirected,-0.00080000,89,87,0,neg
1,42,Undirected,-0.00260000,120,56,0,neg
1,43,Undirected,0.00080000,105,71,0,pos
1,44,Undirected,-0.00130000,111,65,0,neg
1,45,Undirected,-0.00070000,150,26,0,neg
1,46,Undirected,-0.00140000,111,65,0,neg
1,47,Undirected,-0.00160000,100,76,0,neg
1,48,Undirected,0.00000000,85,91,0,pos
1,49,Undirected,-0.00160000,115,61,0,neg
1,50,Undirected,0.00150000,107,69,0,pos
1,51,Undirected,-0.00100000,139,37,0,neg
1,52,Undirected,0.00140000,109,67,0,pos
1,53,Undirected,-0.00040000,104,72,0,neg
1,54,Undirected,0.00310000,116,60,0,pos
1,55,Undirected,-0.00030000,114,62,0,neg
1,56,Undirected,-0.00080000,113,63,0,neg
1,57,Undirected,-0.00080000,17,159,0,neg
1,58,Undirected,-0.00210000,89,87,0,neg
1,59,Undirected,-0.00030000,98,78,0,neg
1,60,Undirected,-0.00120000,110,66,0,neg
1,61,Undirected,0.00070000,150,26,0,pos
1,62,Undirected,-0.00080000,121,55,0,neg
1,63,Undirected,0.00290000,127,49,0,pos
1,64,Undirected,-0.00290000,41,135,0,neg
1,65,Undirected,0.00070000,107,69,0,pos
1,66,Undirected,0.00070000,139,37,0,pos
1,67,Undirected,-0.00330000,96,80,0,neg
1,68,Undirected,-0.00060000,112,64,0,neg
1,69,Undirected,0.00320000,113,63,0,pos
1,70,Undirected,-0.00130000,91,85,0,neg
1,71,Undirected,-0.00220000,153,23,0,neg
1,72,Undirected,-0.00210000,113,63,0,neg
1,73,Undirected,0.00030000,129,47,0,pos
1,74,Undirected,-0.00130000,124,52,0,neg
1,75,Undirected,0.00020000,103,73,0,pos
1,76,Undirected,-0.00260000,75,101,0,neg
1,77,Undirected,0.00140000,141,35,0,pos
1,78,Undirected,0.00190000,35,141,0,pos
1,79,Undirected,-0.00290000,138,38,0,neg
1,80,Undirected,-0.00170000,93,83,0,neg
1,81,Undirected,-0.00090000,150,26,0,neg
1,82,Undirected,-0.00180000,45,131,0,neg
1,83,Undirected,-0.00230000,165,11,0,neg
1,84,Undirected,0.00050000,124,52,0,pos
1,85,Undirected,-0.00250000,91,85,0,neg
1,86,Undirected,-0.00020000,155,21,0,neg
1,87,Undirected,-0.00110000,115,61,0,neg
1,88,Undirected,-0.00030000,81,95,0,neg
1,89,Undirected,-0.00170000,101,75,0,neg
1,90,Undirected,0.00090000,107,69,0,pos
1,91,Undirected,0.00160000,149,27,0,pos
1,92,Undirected,-0.00340000,160,16,0,neg
1,93,Undirected,0.00110000,116,60,0,pos
1,94,Undirected,-0.00220000,139,37,0,neg
1,95,Undirected,-0.00170000,123,53,0,neg
1,96,Undirected,0.00490000,126,50,0,pos
1,97,Undirected,-0.00210000,99,77,0,neg
1,98,Undirected,-0.00100000,122,54,0,neg
1,99,Undirected,-0.00010000,81,95,0,neg
