#OTU ID	mgm4441102	mgm4441663	mgm4448187	mgm4469452	mgm4481541	mgm4667949	mgm4668298	mgm4668300	mgm4668301	mgm4668302	mgm4668303	mgm4668304	mgm4668305	mgm4716389	mgm4716390	mgm4716391	mgm4718936	mgm4718937
Pseudomonadota	0.0986505638055333	0.0986505638055333	0.428490723792737	0.428510090167454	0.522360823497314	0.7524893314367	0.518083356887735	0.499217308006822	0.516142500813361	0.595410741752205	0.754266573240135	0.555829202319683	0.744874458965785	0.592439676418008	0.574503232563185	0.597502410438258	0.545938544049711	0.189302698555245
Actinomycetota	0.0096740402982315	0.0096740402982315	0.0125189252706031	0.0124968927255881	0.0063376911482536	0.0018966334755808	0.0411709535678495	0.0170167363690879	0.0169829736471099	0.0152556737922592	0.0182831165723856	0.0180975234967846	0.0171865166010921	0.0628224940445539	0.0625197662070949	0.0573733075114474	0.189115980231113	0.0081247031358469
Chloroflexota	0.0023414874607184	0.0023414874607184	0.0004745440987051	0.0004745655465413	0.0003175554492067	0.0	0.0006745124238764	0.0005529465822449	0.0003633011603947	0.000266817339988	0.0003247141660827	0.0004683569616789	0.0003480902503085	0.0093125216414446	0.0087984350076489	0.0078521519836797	0.0373142742155311	0.0011672650422388
Bacillota	0.10493560909483	0.10493560909483	0.0410141685309471	0.0409934238774265	0.0462020815536065	0.0298719772403983	0.0431944908394789	0.0677086983948973	0.0363789176878863	0.025661550051794	0.0204501563755063	0.0317061875743319	0.0205830335889511	0.0330344665172714	0.0366813006303677	0.032025299725866	0.0292751360431114	0.0513038946653872
Cyanobacteriota	0.0150348142214554	0.0150348142214554	0.0053329717759248	0.00533321280875	0.0110428789308668	0.102418207681366	0.179131227998047	0.163859099865268	0.145022231862054	0.228976363122705	0.0791174610770256	0.141464852178123	0.0755461325063553	0.0070558413418851	0.007663512836384	0.0069362585999121	0.0080355702964334	0.0072766571990638
Candidatus.Melainabacteria	0.0	0.0	0.0003389600705036	0.0003389753903866	0.0002504662697968	0.0	0.0001862939075468	0.0002258514209169	0.0001735169721288	0.0002354270646953	9.91232717515766e-05	0.0001473482576068	9.49337046296003e-05	0.0002070465433008	0.0001917205914022	0.0001753267686179	0.0001170263323519	0.0002249917791465
Candidatus.Margulisbacteria	0.0012323618214307	0.0012323618214307	0.0	0.0	9.3924851173837e-05	0.0	8.9934989850194e-05	6.23038402529536e-05	7.04912699273398e-05	7.84756882317858e-05	2.05082631210158e-05	6.31492532600802e-05	1.75803156721482e-05	5.66519989645132e-05	6.21365905652757e-05	5.75481465839079e-05	5.49452901896255e-05	0.0002942200188839
Deinococcota	0.0006777990017869	0.0006777990017869	0.0002711680564029	0.0002711803123093	0.000156541418623	0.0	0.0008543824035768	0.000264791321075	0.0002440082420561	0.0003295978905735	0.0003042059029617	0.0003946828328755	0.0003023814295609	0.0019363297583296	0.0019270309304795	0.0017696055074551	0.0036035547462027	0.000232683805784
Armatimonadota	0.0001848542732146	0.0001848542732146	4.51946760671593e-05	4.51967187182211e-05	5.81439554885658e-05	0.0	0.0001349024847752	7.00918202845728e-05	7.04912699273398e-05	6.27805505854286e-05	7.51969647770581e-05	6.31492532600802e-05	8.08694520918818e-05	0.0004440703775334	0.0004538095439147	0.0003674790546692	0.001579855486751	0.0001115343862435
Mycoplasmatota	0.0065931357446546	0.0065931357446546	0.0065306306917045	0.0065309258547829	0.0041863647951767	0.0028449502133712	0.0040213788318729	0.0062303840252953	0.0050916386509055	0.0026681733998807	0.0018183993300634	0.0034521591782177	0.0023311498581268	0.0008622281815495	0.0010241915803857	0.0008846808296882	0.0003646369258038	0.0017191679534786
Thermomicrobiota	0.0	0.0	0.0	0.0	4.47261196065891e-06	0.0	1.28478556928849e-05	2.33639400948576e-05	5.42240537902614e-06	0.0	1.70902192675132e-05	1.578731331502e-05	7.03212626885928e-06	0.0001300709572638	0.0001229454762039	0.0001041231296242	0.0005144877172301	7.69202663748825e-06
Candidatus.Kaiserbacteria	0.0001848542732146	0.0001848542732146	4.51946760671593e-05	4.51967187182211e-05	7.60344033312014e-05	0.0	0.0001477503404681	0.0001557596006323	0.0001247153237176	1.56951376463572e-05	8.20330524840634e-05	0.0001210360687484	8.08694520918818e-05	0.0003635381637588	0.0004543406258854	0.0003433380948734	0.0005501664770935	0.0001076883729248
Candidatus.Nomurabacteria	0.0005545628196438	0.0005545628196438	0.0003389600705036	0.0003389753903866	0.0003175554492067	0.0004741583688952	0.0002505331860112	0.000202487480822	0.0002385858366771	0.0002511222023417	0.0001469758857006	0.0001999726353235	0.000172287093587	0.0003104427925319	0.0003428134120503	0.0002770114174547	0.0002954201316688	0.0003692172785994
Candidatus.Yanofskybacteria	0.0001848542732146	0.0001848542732146	9.03893521343186e-05	9.03934374364421e-05	0.000169959254505	0.0	8.35110620037516e-05	8.56677803478112e-05	0.0001138705129595	7.84756882317858e-05	5.46887016560422e-05	2.10497510866934e-05	5.62570101508743e-05	0.0001501404994978	0.0001678219027233	0.0001355795317824	0.000242615567071	0.0001826856326403
Candidatus.Azambacteria	0.0	0.0	4.51946760671593e-05	4.51967187182211e-05	2.23630598032945e-05	0.0	3.21196392322121e-05	2.33639400948576e-05	2.16896215161045e-05	3.13902752927143e-05	1.36721754140106e-05	1.05248755433467e-05	1.75803156721482e-05	4.03931293065363e-05	4.40798035634007e-05	3.48702752605883e-05	8.27747228830721e-05	3.65371265280692e-05
Candidatus.Falkowbacteria	0.0002464723642861	0.0002464723642861	0.0002259733803357	0.0002259835935911	0.0001475961947017	0.0	0.0002119896189326	0.0001479716206007	0.0001735169721288	0.0001098659635245	0.0001538119734076	0.0001262985065201	7.03212626885928e-05	0.000365570522466	0.0004551372488413	0.0003489466006846	0.0003553604482393	0.0006865133773958
Candidatus.Magasanikbacteria	0.0008626532750015	0.0008626532750015	0.0004519467606715	0.0004519671871822	0.0004070076884199	0.0009483167377904	0.0004175553100187	0.0005062187020552	0.0003687235657737	0.000219731927049	0.0002119187189171	0.0002789092018986	0.0002320601668723	0.0005373048332284	0.0005740996102654	0.0005259803058537	0.0004495523742787	0.0005249808180085
Candidatus.Nealsonbacteria	0.0004929447285723	0.0004929447285723	6.77920141007389e-05	6.77950780773316e-05	0.0001386509707804	0.0	0.0001862939075468	0.0001946995007904	0.0001464049452337	0.0001098659635245	3.41804385350264e-05	3.15746266300401e-05	5.62570101508743e-05	9.88234421398908e-05	0.0001322394106902	9.7539231498149e-05	0.0002169268599694	0.0001230724261998
Candidatus.Uhrbacteria	0.0002464723642861	0.0002464723642861	0.0001807787042686	0.0001807868748728	7.60344033312014e-05	0.0	0.0001541742683146	0.0001557596006323	0.0001138705129595	9.41708258781429e-05	8.88691401910687e-05	0.0001052487554334	9.14176414951707e-05	0.000253536748729	0.0002870498051327	0.0002618928365725	0.0005080655404547	0.0002769129589495
Candidatus.Giovannonibacteria	0.000123236182143	0.000123236182143	2.25973380335796e-05	2.25983593591105e-05	2.23630598032945e-05	0.0	4.4967494925097e-05	2.33639400948576e-05	3.79568376531829e-05	1.56951376463572e-05	2.05082631210158e-05	2.63121888583667e-05	1.05481894032889e-05	5.86843576717603e-05	6.85095742129963e-05	5.36465773239819e-05	0.0001584136937934	8.07662796936266e-05
Candidatus.Moranbacteria	0.0005545628196438	0.0005545628196438	9.03893521343186e-05	9.03934374364421e-05	0.0001923223143083	0.0	0.0001284785569288	0.0002258514209169	0.0001464049452337	0.0001569513764635	0.0001127954471655	0.0001262985065201	8.43855152263114e-05	0.000288594936429	0.0003197113463273	0.0002640874692812	0.0003325260419268	0.0004422915316555
Candidatus.Zambryskibacteria	0.0003080904553576	0.0003080904553576	6.77920141007389e-05	6.77950780773316e-05	4.9198731567248e-05	0.0	9.63589176966364e-05	6.23038402529536e-05	5.96464591692875e-05	4.70854129390715e-05	6.49428332165502e-05	6.84116910317536e-05	2.46124419410075e-05	8.99318727956847e-05	0.0001128549187617	7.97383217497368e-05	0.0001498507914262	9.03813129904869e-05
Candidatus.Staskawiczbacteria	0.0	0.0	0.0001355840282014	0.0001355901561546	0.0001118152990164	0.0	0.0001156307012359	0.0001090317204426	8.1336080685392e-05	6.27805505854286e-05	6.83608770700528e-05	6.84116910317536e-05	4.57088207475853e-05	9.29804108565554e-05	0.0001080751810259	0.0001080246988842	9.77598020256973e-05	0.0001423024927935
Candidatus.Wolfebacteria	0.0001848542732146	0.0001848542732146	0.0	0.0	6.70891794098836e-05	0.0	6.42392784644243e-05	3.11519201264768e-05	5.42240537902614e-05	1.56951376463572e-05	3.41804385350264e-05	3.68370644017134e-05	4.21927576131557e-05	9.145614182612e-05	0.0001051542301873	8.68099160333526e-05	0.000133438561889	0.0001115343862435
Candidatus.Harrisonbacteria	0.000123236182143	0.000123236182143	4.51946760671593e-05	4.51967187182211e-05	7.60344033312014e-05	0.0	5.13914227715394e-05	3.8939900158096e-05	4.33792430322091e-05	1.56951376463572e-05	4.10165262420317e-05	4.20995021733868e-05	3.16445682098668e-05	7.62134515217667e-05	8.31143284056893e-05	7.38859678598478e-05	7.63525461076614e-05	4.99981731436736e-05
Candidatus.Taylorbacteria	0.0001848542732146	0.0001848542732146	6.77920141007389e-05	6.77950780773316e-05	7.60344033312014e-05	0.0	7.06632063108667e-05	3.8939900158096e-05	3.25344322741568e-05	0.0	3.07623946815238e-05	3.15746266300401e-05	2.46124419410075e-05	0.0001013638905239	0.0001165724925562	9.24184218444961e-05	0.0001719716225415	0.0001019193529467
Candidatus.Buchananbacteria	0.0002464723642861	0.0002464723642861	0.0001355840282014	0.0001355901561546	0.0001118152990164	0.0	8.35110620037516e-05	0.0001557596006323	7.59136753063659e-05	3.13902752927143e-05	5.12706578025396e-05	6.31492532600802e-05	6.32891364197336e-05	0.0001427731991841	0.000166759738782	0.0001316779625225	0.0001983739048404	0.0001019193529467
