#OTU ID	mgm4714016	mgm4714017	mgm4714019	mgm4714022	mgm4714024	mgm4714026	mgm4714027	mgm4714028	mgm4714029	mgm4714030	mgm4714032	mgm4714033	mgm4714034	mgm4714035	mgm4714036	mgm4714039
Pseudomonadota	0.619850748056491	0.418163773769118	0.403837850321829	0.403847352819484	0.484245224215471	0.501823979107148	0.501469144629497	0.418244695891813	0.534576862078327	0.600622406639004	0.619081448524054	0.597650344364186	0.533841727932782	0.551924907349278	0.484551877142415	0.552810581634764
Actinomycetota	0.147255529069791	0.14812495106866	0.165565786699067	0.166745072255946	0.183692797918667	0.162828134877728	0.16318588554505	0.146939618220908	0.177588621069025	0.163218488538195	0.148767828979818	0.163555490229016	0.181041752287015	0.15852892930193	0.183331666378738	0.158599779573735
Chloroflexota	0.0101198247946688	0.111938786318567	0.110759436472632	0.110185358370222	0.0507139607096959	0.0501196986289066	0.0504692429613556	0.111474916853307	0.0365928931689265	0.0100979525202367	0.0099499256089813	0.0100107088862758	0.0366546417644641	0.03502067101978	0.0498480040491843	0.0350260563804011
Bacillota	0.0202855671214499	0.0424539815143156	0.0445499914647494	0.0450142547029184	0.0305738643738527	0.0283614933138039	0.0286462369731121	0.0427044107020229	0.0305397991112889	0.0223862322291001	0.0202814477121463	0.0220039615879948	0.0267675845167968	0.0261418243151369	0.0305477006634479	0.0258744039905666
Cyanobacteriota	0.0093092805321642	0.0180735098392289	0.0158795826764538	0.0158398183257478	0.031841891685649	0.0390894613388974	0.0388877500170831	0.0180678548826521	0.0151323779451057	0.0088361335963539	0.0093267866530536	0.0086615991936838	0.0154162290515549	0.018281339956546	0.0320585676919953	0.0181330687826805
Candidatus.Melainabacteria	7.38673342676553e-05	0.00019802800945	0.0001948045427616	0.0001889291307937	0.000105550079947	0.0001070896824272	0.0001099983500247	0.0001974874213977	0.0001078740945005	7.31242772600503e-05	7.10419005129225e-05	7.52421748138194e-05	0.0001111161849095	9.40249325190292e-05	0.0001197176481998	0.0001071312739669
Candidatus.Margulisbacteria	2.59533877156627e-05	8.9803399634339e-05	7.43068874451485e-05	0.0001039110219365	3.56588107929236e-05	4.14540706170093e-05	5.49991750123748e-05	8.52786592399427e-05	5.35798482618697e-05	3.40112917488606e-05	3.85656031355865e-05	3.14967243406686e-05	4.10977670213252e-05	4.62891975478298e-05	4.09161582455151e-05	5.13643094362107e-05
Deinococcota	0.0033300192853634	0.0042092465264505	0.0038599415586371	0.0039070544248147	0.0032891687075392	0.0034665966553474	0.0034066155674331	0.0041382591483803	0.0033519553072625	0.0032871913475273	0.0032171832089423	0.0032686600593538	0.0034012207558944	0.0033400549105605	0.0031732753839299	0.0033489529752409
Armatimonadota	0.0009083685700481	0.0019065952537752	0.0018536555976181	0.001872287686166	0.0013136705896113	0.0012868034420696	0.001323313483631	0.0018985722557103	0.0012987755218677	0.0008672879395959	0.0007976990543308	0.0008469119211601	0.0013349163584334	0.001209305285937	0.0012699163188793	0.0011872493238255
Mycoplasmatota	0.0006148956474172	0.0010177718625225	0.001076445720827	0.0010485566759053	0.0007901992471711	0.0006459926004483	0.0006799898001529	0.0010031463336909	0.0006129534641157	0.0006496156724032	0.0005825435842059	0.0006824290273811	0.0006240772029164	0.0006683002895967	0.0008107460985685	0.0006193068166308
Thermomicrobiota	0.0002535446338376	0.0005871760745322	0.0005904385110506	0.0006083518011558	0.0003765570419732	0.0004024499355734	0.0003799943000854	0.0005520671098164	0.0003121919158724	0.0002312767838922	0.0002415424617439	0.0002169774343468	0.0003295432059302	0.0003225778454114	0.0003712762507463	0.000347809752468
Candidatus.Kaiserbacteria	0.0003174298959069	0.0004098719265362	0.0003996505567995	0.0004175333790541	0.0004050840906076	0.0004801763179803	0.0004199937000944	0.0004286374714428	0.0002950463644286	0.0003248078362016	0.0003349118167037	0.0003149672434066	0.0002846400901106	0.0003095590086011	0.0003561221180628	0.0003081858566172
Candidatus.Nomurabacteria	0.0001397490107766	0.0003407923883559	0.0003112856095675	0.000330625978889	0.000256743437709	0.0001986340883731	0.0002316631917187	0.0003433588122029	0.0001585963508551	0.0001224406502958	0.0001096075036485	0.0001347359874573	0.0001773292539994	0.0001591191165706	0.0002106424443009	0.0001540929283086
Candidatus.Yanofskybacteria	9.58278931039852e-05	0.0003177658756291	0.0003012441382911	0.0002852829874985	0.0001897048734183	0.0001986340883731	0.0001999970000449	0.0003388704617166	0.0001607395447856	9.52316168968097e-05	9.94586607180915e-05	9.97396270787838e-05	0.0001560193007291	0.0001764775656511	0.0001954883116174	0.0001599631351013
Candidatus.Azambacteria	3.39390454743281e-05	7.82901432709622e-05	9.03732414873427e-05	9.82431480127489e-05	5.42013924052438e-05	5.18175882712616e-05	4.49993250101248e-05	0.0001122087621578	5.28654502850448e-05	4.42146792735188e-05	3.2476297377336e-05	4.02458144352987e-05	5.02306041371752e-05	5.35218846646782e-05	5.1524051123982e-05	5.87020679270979e-05
Candidatus.Falkowbacteria	0.0002116199306046	0.0006355317512583	0.0006346209846666	0.0006159089663876	0.0003965259760173	0.0003696321296683	0.0003433281834105	0.0005902180889501	0.0003279086713626	0.0002788925923406	0.0002354531559856	0.0002729716109524	0.000299100415544	0.0003544016687255	0.0004015845161133	0.0003199262702026
Candidatus.Magasanikbacteria	0.0002335804894409	0.0006562556127124	0.0006205629248797	0.0006007946359241	0.000397952328449	0.0004387222473633	0.0003533280334128	0.0007069152015942	0.0003493406106673	0.000253384123529	0.0002253043130552	0.0002292261604793	0.0003341096244881	0.0003081124711777	0.0003924920365032	0.0003536799592607
Candidatus.Nealsonbacteria	8.78422353453198e-05	0.0010523116316126	0.0010443130127426	0.0010239958889021	0.000417921262493	0.0003851774061497	0.0004166604167604	0.0009515303030983	0.0003436254268527	7.48248418474934e-05	9.3369354959841e-05	8.74909009463016e-05	0.0003478088801619	0.0003688670429592	0.0003849149701615	0.0003492773041662
Candidatus.Uhrbacteria	0.0002894800937516	0.0005480310028967	0.0005964633938164	0.0005875695967685	0.0004250530246516	0.0003920864179192	0.000361661241748	0.0006395899442995	0.000322193487548	0.0002635875110536	0.0002740187591212	0.0002764712469903	0.0003569417172778	0.000332703607375	0.0003909766232349	0.0003434070973735
Candidatus.Giovannonibacteria	5.39031898709917e-05	0.0001611855890872	0.0001606635404219	0.0001738148003302	8.84338507664505e-05	5.52720941560124e-05	8.66653666861664e-05	0.0001458713908051	8.1441369358042e-05	5.78191959730631e-05	5.6833520410338e-05	5.4244358586707e-05	6.54519993302586e-05	6.50941840516356e-05	7.7286076685973e-05	7.77802400034047e-05
Candidatus.Moranbacteria	0.0001856665428889	0.0004052666239908	0.0004779740327552	0.0004628763704446	0.0003137975349777	0.00027636047078	0.0002966622167334	0.0003904864923092	0.0002571832716569	0.0001887626692061	0.000194857784264	0.000188980346044	0.0002443033928489	0.0002256598380456	0.0003349063323058	0.0002480162369919
Candidatus.Zambryskibacteria	6.38852620693235e-05	0.0001197378661791	0.0001365640093586	0.0001095788958603	9.84183177884691e-05	8.63626471187694e-05	9.49985750213747e-05	0.0001503597412914	7.35829916129678e-05	6.12203251479491e-05	5.07442146520875e-05	6.29934486813371e-05	8.75230223602295e-05	8.24526331320718e-05	0.0001060789287846	7.77802400034047e-05
Candidatus.Staskawiczbacteria	5.78960187503244e-05	0.0002417783836309	0.000271119724462	0.0002758365309588	0.0001397825383082	0.000124362211851	0.0001466644666996	0.0002266616995587	9.28717369872408e-05	4.93163730358479e-05	4.66846774799205e-05	5.24945405677809e-05	9.36115804374629e-05	0.0001084903067527	0.0001151714083947	8.21828950979371e-05
Candidatus.Wolfebacteria	4.9910360991659e-05	0.0002026333119954	0.0002048460140379	0.0002191577917207	0.0001026973750836	0.0001329984765629	0.0001149982750258	0.0002109524728567	8.78709511494663e-05	4.93163730358479e-05	5.88632889964215e-05	5.4244358586707e-05	8.14344642829962e-05	0.0001084903067527	0.000107594342053	9.97935154760664e-05
Candidatus.Harrisonbacteria	5.78960187503244e-05	0.0001013166559977	0.0001405805978692	0.0001246932263238	6.70385642906963e-05	8.80899000611448e-05	0.0001066650666906	0.0001234296383736	5.64374401691694e-05	3.57118563363036e-05	3.6535834549503e-05	3.14967243406686e-05	5.70802319740627e-05	7.37734085918537e-05	7.27398368809158e-05	6.75073781161626e-05
Candidatus.Taylorbacteria	5.39031898709917e-05	0.0001358564250878	0.0001385723036139	0.0001511433046349	9.12865556298844e-05	8.80899000611448e-05	8.99986500202497e-05	0.0001256738136167	7.71549814970924e-05	5.4418066798177e-05	6.0893057582505e-05	5.5994176605633e-05	7.23016271671461e-05	8.10060957087021e-05	9.39556226378496e-05	7.33775849088724e-05
Candidatus.Buchananbacteria	7.98565775866544e-05	0.0002809234552663	0.0002771446072278	0.0002720579483429	0.0001868521685549	0.0001468165001019	0.000161664241703	0.0002827660806377	0.0001557387589478	9.35310523093667e-05	9.3369354959841e-05	0.0001049890811355	0.0001491696728922	0.0001475468171837	0.0001500259135668	0.0001188716875523
Candidatus.Portnoybacteria	5.19067754313253e-05	0.0003315817832652	0.0003996505567995	0.0003174009397334	0.0002082474550306	0.0001692707883527	0.0001599976000359	0.0003298937607439	0.0001085884924773	5.10169376232909e-05	3.6535834549503e-05	4.19956324542248e-05	0.0001179658127463	0.0001374210552201	0.0001757879391288	0.0001130014807596
Candidatus.Adlerbacteria	2.59533877156627e-05	3.45397690901304e-05	3.21327080843885e-05	5.85680305460619e-05	5.27750399735269e-05	4.83630823865108e-05	3.66661166749165e-05	3.59068038905022e-05	3.50055008644216e-05	2.04067750493164e-05	2.0297685860835e-05	1.74981801892603e-05	2.66374415878959e-05	2.89307484673936e-05	4.24315715138675e-05	3.22861373599038e-05
Candidatus.Sungbacteria	6.58816765089898e-05	0.0001289484712698	0.0001204976553164	0.0001322503915556	6.84649167224133e-05	9.32716588882709e-05	9.8331858355458e-05	0.0001526039165346	8.85853491262913e-05	6.46214543228352e-05	6.69823633407555e-05	6.99927207570413e-05	7.99123247636878e-05	9.40249325190292e-05	8.63785562960875e-05	9.24557569851792e-05
Candidatus.Jorgensenbacteria	5.39031898709917e-05	0.0001473696814512	0.0001566469519113	0.0001398075567873	8.84338507664505e-05	9.67261647730217e-05	7.83321583509581e-05	0.0001638247927504	7.28685936361428e-05	6.46214543228352e-05	3.45060659634195e-05	5.94938126434851e-05	7.76291154847253e-05	6.36476466282659e-05	9.09247961011447e-05	7.33775849088724e-05
Candidatus.Liptonbacteria	2.99462165949954e-05	0.000105921958543	0.0001164810668059	0.0001246932263238	6.84649167224133e-05	6.90901176950155e-05	7.16655916827914e-05	0.0001279179888599	5.85806340996442e-05	5.2717502210734e-05	4.26251403077535e-05	4.37454504731508e-05	7.30626969268003e-05	5.35218846646782e-05	8.33477297593827e-05	7.48451366070498e-05
Candidatus.Tagabacteria	5.98924331899908e-06	6.447423563491e-05	4.81990621265828e-05	6.99037783936867e-05	2.85270486343389e-05	1.38180235390031e-05	1.66664166704166e-05	5.83485563220661e-05	2.85759190729972e-05	1.53050812869873e-05	1.01488429304175e-05	1.57483621703343e-05	2.73985113475501e-05	2.45911361972846e-05	3.33390919037531e-05	2.78834822653715e-05
Candidatus.Ryanbacteria	4.19247032329935e-05	4.37503741808318e-05	8.23400644662456e-05	8.31288175492491e-05	4.70696302466591e-05	6.73628647526401e-05	4.33326833430832e-05	8.52786592399427e-05	4.14350826558459e-05	4.08135500986327e-05	2.23274544469185e-05	4.19956324542248e-05	3.95756275020168e-05	2.89307484673936e-05	4.09161582455151e-05	4.10914475489685e-05
Candidatus.Wildermuthbacteria	3.19426310346617e-05	0.0001105272610884	0.0001184893610611	0.0001152467697841	4.56432778149422e-05	7.08173706373909e-05	5.83324583464581e-05	0.0001077204116715	5.85806340996442e-05	2.38079042242024e-05	2.8416760205169e-05	3.14967243406686e-05	5.32748831757919e-05	4.77357349711994e-05	5.1524051123982e-05	4.84292060398558e-05
Candidatus.Komeilibacteria	4.9910360991659e-05	0.000184212101814	0.0001727133059535	0.0001662576350984	8.84338507664505e-05	0.0001174532000815	9.66652166884163e-05	0.0001458713908051	8.21557673348669e-05	4.08135500986327e-05	4.4654908893837e-05	4.72450865110029e-05	7.68680457250712e-05	8.38991705554414e-05	0.0001151714083947	7.04424815125175e-05
Candidatus.Kuenenbacteria	2.59533877156627e-05	0.0001197378661791	8.43483587215199e-05	9.4464565396874e-05	8.41547934712996e-05	5.3544841213637e-05	7.83321583509581e-05	0.0001346505145893	5.14366543313949e-05	2.89095979865315e-05	2.8416760205169e-05	2.97469063217425e-05	5.32748831757919e-05	5.49684220880478e-05	9.5471035906202e-05	5.5766964530743e-05
Candidatus.Lloydbacteria	4.59175321123263e-05	0.000105921958543	0.00011045618404	7.55716523174992e-05	6.41858594272624e-05	7.5999129464517e-05	7.16655916827914e-05	9.20111849694119e-05	5.00078583777451e-05	4.76158084484049e-05	5.07442146520875e-05	5.5994176605633e-05	5.02306041371752e-05	5.78614969347872e-05	5.60702909290393e-05	4.98967577380332e-05
Candidatus.Kerfeldbacteria	4.39211176726599e-05	0.0001542776352692	0.0001305391265928	0.0001530325959429	9.12865556298844e-05	9.49989118306463e-05	9.99985000224997e-05	0.0001638247927504	7.64405835202675e-05	5.611863138562e-05	5.88632889964215e-05	5.94938126434851e-05	9.89390687550421e-05	6.94337963217446e-05	0.0001060789287846	0.0001041961705705
Candidatus.Terrybacteria	2.196055883633e-05	9.90140047250404e-05	8.03317702109713e-05	6.99037783936867e-05	3.56588107929236e-05	3.1090552962757e-05	3.99994000089999e-05	6.9569432537848e-05	3.21479089571218e-05	1.87062104618733e-05	2.0297685860835e-05	1.92479982081864e-05	4.18588367809793e-05	3.76099730076117e-05	4.54623980505724e-05	3.96238958507911e-05
Candidatus.Yonathbacteria	3.99282887933272e-05	4.83556767261825e-05	5.62322391476799e-05	4.7232282698437e-05	2.99534010660558e-05	3.28178059051324e-05	3.49994750078749e-05	5.16160305925969e-05	2.78615210961723e-05	2.89095979865315e-05	3.2476297377336e-05	2.79970883028165e-05	2.81595811072043e-05	2.45911361972846e-05	3.63699184404579e-05	2.05457237744843e-05
Candidatus.Niyogibacteria	1.39749010776645e-05	6.67768869075854e-05	5.02073563818571e-05	3.96751174666871e-05	1.42635243171694e-05	1.89997823661293e-05	2.83329083397082e-05	6.73252572946916e-05	2.35751332352227e-05	1.70056458744303e-05	1.82679172747515e-05	1.74981801892603e-05	2.05488835106626e-05	1.88049865038058e-05	2.42466122936386e-05	2.64159305671941e-05
Candidatus.Campbellbacteria	3.99282887933272e-05	9.21060509070143e-05	8.83649472320684e-05	7.93502349333741e-05	5.42013924052438e-05	6.39083588678893e-05	5.16658916782915e-05	8.079030875363e-05	1.92887453742731e-05	2.72090333990885e-05	4.4654908893837e-05	1.92479982081864e-05	3.5770278703746e-05	2.89307484673936e-05	5.91011174657441e-05	2.49483788690166e-05
Candidatus.Colwellbacteria	1.59713155173309e-05	7.13821894529361e-05	5.82405334029542e-05	5.47894479301869e-05	4.42169253832252e-05	4.66358294441355e-05	3.49994750078749e-05	5.38602058357533e-05	2.35751332352227e-05	2.38079042242024e-05	1.82679172747515e-05	2.09978162271124e-05	2.05488835106626e-05	2.74842110440239e-05	3.78853317088103e-05	2.49483788690166e-05
Candidatus.Vogelbacteria	2.196055883633e-05	8.05927945436375e-05	8.43483587215199e-05	9.25752740889365e-05	4.27905729515083e-05	3.62723117898831e-05	4.66659666771665e-05	6.9569432537848e-05	3.28623069339468e-05	3.40112917488606e-05	1.82679172747515e-05	3.14967243406686e-05	3.27259996651293e-05	4.0503047854351e-05	2.72774388303434e-05	3.66887924544362e-05
Candidatus.Spechtbacteria	2.196055883633e-05	3.68424203628057e-05	5.02073563818571e-05	4.15644087746246e-05	2.5674343770905e-05	2.245428825088e-05	2.99995500067499e-05	5.38602058357533e-05	2.64327251425224e-05	1.53050812869873e-05	6.0893057582505e-06	1.57483621703343e-05	3.1203860145821e-05	3.32703607375026e-05	3.03082653670482e-05	2.64159305671941e-05
Candidatus.Brennerbacteria	1.99641443966636e-06	4.60530254535072e-06	1.405805978692e-05	1.88929130793748e-05	1.42635243171694e-06	1.72725294237539e-06	8.33320833520831e-06	1.34650514589383e-05	5.71518381459944e-06	5.10169376232909e-06	2.0297685860835e-06	3.49963603785206e-06	5.32748831757919e-06	5.78614969347872e-06	1.21233061468193e-05	5.87020679270979e-06
Candidatus.Andersenbacteria	1.79677299569972e-05	2.30265127267536e-05	1.60663540421943e-05	1.70036217714373e-05	3.70851632246405e-05	2.76360470780062e-05	2.49996250056249e-05	3.36626286473458e-05	2.42895312120476e-05	2.72090333990885e-05	2.8416760205169e-05	2.27476342460384e-05	1.82656742317001e-05	1.59119116570665e-05	3.18236786354007e-05	2.05457237744843e-05
