#OTU ID	mgm4477874	mgm4575397	mgm4715564
Pseudomonadota	0.681901138779199	0.82283935839119	0.472174314669856
Actinomycetota	0.17097490985548	0.10318410342351	0.32194765113572
Chloroflexota	0.0077916471538228	0.0052669379937754	0.0100254340157267
Bacillota	0.0117327598002656	0.0086186258079961	0.0173846570056564
Cyanobacteriota	0.0037079221182179	0.002872875269332	0.0284208217198307
Candidatus.Melainabacteria	2.5053527825797e-05	0.0	2.98124397076779e-05
Candidatus.Margulisbacteria	1.92719444813823e-05	0.0	2.11356848673836e-05
Deinococcota	0.0020158453927525	0.0019152501795547	0.0031816992556679
Armatimonadota	0.0008749462794547	0.0002394062724443	0.0012378836905486
Mycoplasmatota	0.0001291220280252	0.0	0.0001653033037522
Thermomicrobiota	0.0002543896671542	0.000718218817333	0.0004687672422692
Candidatus.Kaiserbacteria	0.0004683082508975	0.0	0.0002262630685276
Candidatus.Nomurabacteria	0.0003892932785239	0.0	0.0001486172367517
Candidatus.Yanofskybacteria	8.28693612699441e-05	0.0002394062724443	7.18613285491042e-05
Candidatus.Azambacteria	3.46895000664882e-05	0.0	3.58194238278817e-05
Candidatus.Falkowbacteria	0.0001271948335771	0.0004788125448886	0.0001452800233515
Candidatus.Magasanikbacteria	0.0002004282226063	0.0002394062724443	0.0001810994471794
Candidatus.Nealsonbacteria	4.43254723071794e-05	0.0	3.60419047212225e-05
Candidatus.Uhrbacteria	0.0002351177226728	0.0	0.000236942151408
Candidatus.Giovannonibacteria	5.39614445478705e-05	0.0	4.56085831348804e-05
Candidatus.Moranbacteria	0.0001695931114361	0.0	0.0001535118164052
Candidatus.Zambryskibacteria	4.81798612034558e-05	0.0	4.4496178668176e-05
Candidatus.Staskawiczbacteria	3.85438889627647e-05	0.0	2.26930511207697e-05
Candidatus.Wolfebacteria	5.01070556515941e-05	0.0	3.87116754413131e-05
Candidatus.Harrisonbacteria	2.5053527825797e-05	0.0	2.84775543476326e-05
Candidatus.Taylorbacteria	8.09421668218058e-05	0.0	4.91682774283345e-05
