#OTU ID	mgm4477874	mgm4575397	mgm4715564
Candidatus.Buchananbacteria	6.16702223404235e-05	0.0	6.6744268002264e-05
Candidatus.Portnoybacteria	0.0001214132502327	0.0	2.93674779209961e-05
Candidatus.Adlerbacteria	5.97430278922852e-05	0.0	3.38170957878137e-05
Candidatus.Sungbacteria	5.39614445478705e-05	0.0	6.6744268002264e-05
Candidatus.Jorgensenbacteria	3.276230561835e-05	0.0	4.60535449215621e-05
Candidatus.Liptonbacteria	5.97430278922852e-05	0.0	5.29504526151294e-05
Candidatus.Tagabacteria	1.92719444813823e-06	0.0	7.34186948024904e-06
Candidatus.Ryanbacteria	2.89079167220735e-05	0.0	2.31380129074515e-05
Candidatus.Wildermuthbacteria	1.34903611369676e-05	0.0	1.8465914147293e-05
Candidatus.Komeilibacteria	3.66166945146264e-05	0.0	4.73884302816074e-05
Candidatus.Kuenenbacteria	2.31263333776588e-05	0.0002394062724443	1.73535096805886e-05
Candidatus.Lloydbacteria	3.08351111702117e-05	0.0	3.44845384678364e-05
Candidatus.Kerfeldbacteria	3.276230561835e-05	0.0	4.11589652680628e-05
Candidatus.Terrybacteria	2.31263333776588e-05	0.0	2.0468242187361e-05
Candidatus.Yonathbacteria	4.04710834109029e-05	0.0	1.89108759339748e-05
Candidatus.Niyogibacteria	9.63597224069117e-06	0.0	8.67675484029432e-06
Candidatus.Campbellbacteria	1.73447500332441e-05	0.0	7.34186948024904e-06
Candidatus.Colwellbacteria	2.11991389295206e-05	0.0	2.31380129074515e-05
Candidatus.Vogelbacteria	2.5053527825797e-05	0.0	2.31380129074515e-05
Candidatus.Spechtbacteria	9.63597224069117e-06	0.0	1.20139682404075e-05
Candidatus.Brennerbacteria	1.92719444813823e-06	0.0002394062724443	8.8992357336352e-07
Candidatus.Andersenbacteria	1.54175555851059e-05	0.0	2.26930511207697e-05
Candidatus.Jacksonbacteria	3.85438889627647e-06	0.0	3.55969429345408e-06
Candidatus.Parcubacteria	7.70877779255294e-06	0.0	3.3372134001132e-06
Candidatus.Veblenbacteria	0.0	0.0	2.2248089334088e-07
Candidatus.Woesebacteria	8.86509446143588e-05	0.0	8.12055260694212e-05
Candidatus.Gottesmanbacteria	7.70877779255293e-05	0.0	0.0001016737682567
Candidatus.Roizmanbacteria	0.0001040685001994	0.0	0.0001252567429509
Candidatus.Levybacteria	0.0001503211669547	0.0	8.03156024960576e-05
Candidatus.Daviesbacteria	5.58886389960088e-05	0.0	5.71775895886061e-05
Candidatus.Curtissbacteria	4.23982778590411e-05	0.0	3.71543091879269e-05
Candidatus.Shapirobacteria	3.85438889627647e-05	0.0	3.24822104277685e-05
Candidatus.Beckwithbacteria	3.276230561835e-05	0.0	3.55969429345408e-05
Candidatus.Amesbacteria	1.34903611369676e-05	0.0	3.02574014943597e-05
Candidatus.Chisholmbacteria	1.92719444813823e-05	0.0	1.53511816405207e-05
Candidatus.Collierbacteria	2.11991389295206e-05	0.0	3.02574014943597e-05
Candidatus.Woykebacteria	2.69807222739353e-05	0.0	2.44728982674968e-05
Candidatus.Pacebacteria	2.89079167220735e-05	0.0	4.56085831348804e-05
Candidatus.Blackburnbacteria	9.63597224069117e-06	0.0	7.7868312669308e-06
Candidatus.Microgenomates	0.0	0.0	6.22946501354464e-06
Candidatus.Gracilibacteria	7.70877779255294e-06	0.0	6.89690769356728e-06
candidate.division.NC10	0.0004143468063497	0.0004788125448886	0.0003412856903849
Candidatus.Rokubacteria	0.0019059953092087	0.0023940627244433	0.0019725156003602
Candidatus.Handelsmanbacteria	0.0002023554170545	0.0	0.0002502910050084
Candidatus.Schekmanbacteria	3.66166945146264e-05	0.0	3.18147677477458e-05
Candidatus.Aminicenantes	0.00064175575123	0.0	0.000599808488447
Candidatus.Glassbacteria	0.0001194860557845	0.0	9.38869369898513e-05
candidate.division.WWE3	7.90149723736676e-05	0.0002394062724443	9.87815166433507e-05
Candidatus.Peregrinibacteria	0.0002158457781914	0.0002394062724443	0.0002876677950897
Candidatus.Doudnabacteria	9.0578139062497e-05	0.0	9.41094178831922e-05
Candidatus.Berkelbacteria	4.81798612034558e-05	0.0	6.14047265620828e-05
Candidatus.Gribaldobacteria	7.70877779255294e-06	0.0	4.67209876015848e-06
Candidatus.Saccharibacteria	0.0002293361393284	0.0	0.0002024576129402
Candidatus.Eisenbacteria	0.0002582440560505	0.0	0.0002765437504227
Candidatus.Desantisbacteria	6.16702223404235e-05	0.0	3.78217518679496e-05
Candidatus.Edwardsbacteria	3.85438889627647e-05	0.0	5.69551086952653e-05
Candidatus.Lindowbacteria	0.0001368308058178	0.0004788125448886	0.0001065683479102
Candidatus.Ratteibacteria	9.63597224069117e-06	0.0	7.56435037358992e-06
Candidatus.Dadabacteria	2.5053527825797e-05	0.0	4.02690416946993e-05
Candidatus.Firestonebacteria	2.31263333776588e-05	0.0	1.95783186139974e-05
Candidatus.Raymondbacteria	1.92719444813823e-05	0.0	2.84775543476326e-05
Candidatus.Riflebacteria	8.09421668218058e-05	0.0	4.49411404548577e-05
Candidatus.Wallbacteria	3.66166945146264e-05	0.0	3.3372134001132e-05
candidate.division.CPR1	1.92719444813823e-06	0.0	6.22946501354464e-06
Candidatus.Coatesbacteria	3.66166945146264e-05	0.0	4.82783538549709e-05
Candidatus.Bipolaricaulota	3.276230561835e-05	0.0	3.78217518679496e-05
Candidatus.Blackallbacteria	3.276230561835e-05	0.0	2.35829746941333e-05
candidate.division.CPR2	1.34903611369676e-05	0.0	9.12171662697608e-06
Candidatus.Fraserbacteria	3.08351111702117e-05	0.0002394062724443	2.18031275474062e-05
Candidatus.Fischerbacteria	1.92719444813823e-06	0.0	1.37938153871346e-05
Candidatus.Sumerlaeota	7.32333890292529e-05	0.0002394062724443	4.00465608013584e-05
candidate.division.WOR.3	3.85438889627647e-06	0.0	4.67209876015848e-06
Candidatus.Wirthbacteria	1.15631666888294e-05	0.0002394062724443	1.75759905739295e-05
Candidatus.Abawacabacteria	1.92719444813823e-06	0.0	9.56667841365783e-06
Candidatus.Absconditabacteria	1.15631666888294e-05	0.0	1.24589300270893e-05
candidate.division.CPR3	0.0	0.0	2.2248089334088e-06
Candidatus.Delongbacteria	3.85438889627647e-06	0.0	3.3372134001132e-06
Candidatus.Calescamantes	1.92719444813823e-06	0.0	2.2248089334088e-07
Planctomycetota	0.0146582409725394	0.003591094086665	0.0335703644770987
Candidatus.Omnitrophica	0.0010079226963763	0.000718218817333	0.000994712074127
Verrucomicrobiota	0.0047158448145942	0.001436437634666	0.0042373710945704
Lentisphaerota	0.0008730190850066	0.0016758439071103	0.0006211666542077
Chlamydiota	8.47965557180823e-05	0.0	0.0001971180715
Kiritimatiellota	0.0001040685001994	0.0	0.0001252567429509
Thermodesulfobacteriota	0.0140473203324796	0.0052669379937754	0.0096561157327808
Nitrospirota	0.0025265519215092	0.0009576250897773	0.0015464646896124
Campylobacterota	0.0004316915563829	0.0002394062724443	0.0005341766249114
Bacteroidota	0.0157895041135965	0.0038305003591094	0.0190399148521125
Ignavibacteriota	0.0006552461123669	0.000718218817333	0.0004169291941208
Chlorobiota	0.0005338328621342	0.000718218817333	0.0004972447966168
Balneolota	3.85438889627647e-05	0.0	2.82550734542917e-05
Gemmatimonadota	0.0036790142014958	0.0023940627244433	0.0029489842412333
candidate.division.Zixibacteria	0.0001329764169215	0.0	0.0001099055613103
Candidatus.Marinimicrobia	5.39614445478705e-05	0.0	6.89690769356728e-05
Candidatus.Hydrogenedentes	1.15631666888294e-05	0.0	1.24589300270893e-05
Fibrobacterota	2.5053527825797e-05	0.0	2.91449970276553e-05
Candidatus.Cloacimonetes	0.0	0.0	2.66977072009056e-06
Elusimicrobiota	0.0027308345330118	0.0009576250897773	0.0018356898509556
Acidobacteriota	0.0323344684508633	0.0172372516159923	0.0337527988096382
Myxococcota	0.0114494622163892	0.0055063442662197	0.0187667083150899
Nitrospinota	0.000154175555851	0.0	0.0001624110521388
Candidatus.Tectomicrobia	0.0001522483614029	0.0	0.0001688629980457
Spirochaetota	0.0011832973911568	0.0011970313622216	0.0011370998458652
Bdellovibrionota	0.0004239827785904	0.0002394062724443	0.0005090362839639
Synergistota	0.0002775160005319	0.0	0.0003025740149435
Caldisericota	1.15631666888294e-05	0.0	5.11706054684024e-06
Fusobacteriota	3.08351111702117e-05	0.0	5.05031627883797e-05
Thermotogota	0.0001194860557845	0.0	0.0001141326982838
Atribacterota	3.66166945146264e-05	0.0	3.02574014943597e-05
Chrysiogenota	3.46895000664882e-05	0.0	4.60535449215621e-05
Aquificota	3.66166945146264e-05	0.0	5.27279717217885e-05
Calditrichota	8.86509446143588e-05	0.0	5.87349558419923e-05
Deferribacterota	3.85438889627647e-05	0.0	4.78333920682892e-05
Dictyoglomota	1.92719444813823e-06	0.0	3.11473250677232e-06
Coprothermobacterota	1.73447500332441e-05	0.0	3.55969429345408e-06
Nitrososphaerota	3.85438889627647e-05	0.0	6.38520163888325e-05
Candidatus.Bathyarchaeota	1.73447500332441e-05	0.0	1.4906219853839e-05
Thermoproteota	6.16702223404235e-05	0.0	7.98706407093759e-05
Candidatus.Korarchaeota	0.0	0.0	6.6744268002264e-07
Euryarchaeota	0.0034728043955451	0.0016758439071103	0.0052699049205654
Candidatus.Woesearchaeota	1.54175555851059e-05	0.0	1.71310287872478e-05
Nanoarchaeota	1.92719444813823e-06	0.0	0.0
Candidatus.Micrarchaeota	1.92719444813823e-05	0.0	2.35829746941333e-05
Candidatus.Diapherotrites	0.0	0.0	2.66977072009056e-06
Candidatus.Altiarchaeota	1.92719444813823e-06	0.0	8.8992357336352e-07
Candidatus.Aenigmarchaeota	0.0	0.0	2.2248089334088e-07
Candidatus.Huberarchaea	0.0	0.0	4.4496178668176e-07
Candidatus.Nanohaloarchaeota	1.92719444813823e-06	0.0	2.2248089334088e-07
Candidatus.Thermoplasmatota	9.63597224069117e-06	0.0	1.73535096805886e-05
Candidatus.Heimdallarchaeota	1.92719444813823e-06	0.0	3.55969429345408e-06
Candidatus.Lokiarchaeota	1.92719444813823e-06	0.0	8.67675484029432e-06
Candidatus.Odinarchaeota	0.0	0.0	4.4496178668176e-07
Candidatus.Thorarchaeota	0.0	0.0	4.4496178668176e-07
