#OTU ID	mgm4449249	mgm4449252	mgm4449255	mgm4449256	mgm4449258	mgm4449284	mgm4449356	mgm4449357	mgm4449358	mgm4449359	mgm4449360	mgm4449362	mgm4449363	mgm4449364	mgm4449365	mgm4449877	mgm4496840	mgm4496841	mgm4511045	mgm4511046	mgm4511047	mgm4511048	mgm4511049	mgm4511050	mgm4511063	mgm4511064	mgm4511065	mgm4511111	mgm4511113	mgm4511114	mgm4511116	mgm4511135	mgm4511136	mgm4511137	mgm4511138	mgm4511139	mgm4511140	mgm4511141	mgm4511151	mgm4511178	mgm4511179	mgm4511180	mgm4511181	mgm4511182	mgm4511183	mgm4511184	mgm4511185	mgm4511187	mgm4511190	mgm4514321	mgm4514322	mgm4514323	mgm4514324	mgm4514325	mgm4514327	mgm4514328	mgm4514329	mgm4514331	mgm4529642	mgm4529644	mgm4529646	mgm4529648	mgm4529654	mgm4529655	mgm4529656	mgm4529657	mgm4529733	mgm4529734	mgm4529735	mgm4529736	mgm4529737	mgm4529738	mgm4529739	mgm4529740	mgm4529741	mgm4529743	mgm4535613	mgm4535614	mgm4535615	mgm4535617	mgm4535618	mgm4535619	mgm4535621	mgm4535622	mgm4535623	mgm4535624	mgm4535625	mgm4537558	mgm4537560	mgm4537561	mgm4537562	mgm4537564	mgm4537565	mgm4537566	mgm4537567
Pseudomonadota	0.440083955679211	0.468964926800034	0.432879482827115	0.442849981200652	0.443230382869983	0.463525034878313	0.492513790386131	0.416392568228287	0.478825831702544	0.488631749898498	0.489654617180581	0.511626348589426	0.515205813548355	0.508111268085936	0.50118947126084	0.434852118305356	0.398148148148148	0.452852153667055	0.376830318690784	0.48164571313396	0.559765338548032	0.526580119397328	0.48527982224691	0.428812843261512	0.340487662432472	0.382518796992481	0.378284923928077	0.497900139990667	0.489619600257898	0.492622020431328	0.484066028166045	0.50604710375557	0.483884830253545	0.366562138966826	0.468267223382046	0.545753408131258	0.511061946902655	0.571052631578947	0.31072695035461	0.324507042253521	0.365615282096846	0.383037354562156	0.363969689562454	0.358072916666667	0.361089494163424	0.364538043478261	0.341494585323199	0.396428571428571	0.423032001868722	0.71567239635996	0.772705078125	0.502800043922258	0.620430107526882	0.703416696019725	0.725070955534532	0.71566794942276	0.680823680823681	0.676564390190256	0.332434514637904	0.585665990534145	0.428958785249458	0.690956408588159	0.330056179775281	0.742323901264299	0.322037180480248	0.754001032524522	0.794142495071811	0.780888444507927	0.762192177691936	0.398339503288646	0.770395550061805	0.721583652618135	0.760550996483001	0.367311072056239	0.714858267142753	0.768030615248749	0.720289638698119	0.791592991480469	0.709197235513025	0.679785564853556	0.634860713355897	0.668262951676099	0.64543244885558	0.610545357095002	0.672232529375386	0.7014301002043	0.719021964359718	0.570901134965131	0.58974358974359	0.562922868741543	0.727502368171771	0.757840616966581	0.516488620529494	0.507376844211053	0.533925861695209
Actinomycetota	0.407380289939962	0.413201678034303	0.412365921485066	0.414807620002507	0.410274485614839	0.435374360564254	0.313417866609356	0.427415770290692	0.318786692759295	0.348812423873325	0.313098784316883	0.35425182604034	0.305509929819322	0.330686413017002	0.354922876218249	0.393111597678379	0.115740740740741	0.116414435389988	0.554909560723514	0.444105716661208	0.331948178929357	0.369563157396001	0.424177197611443	0.494296577946768	0.617024383121624	0.527255639097744	0.554287690179806	0.426504899673355	0.395744680851064	0.403329549754067	0.434129922141568	0.400541056651814	0.432746024924796	0.578313253012048	0.445720250521921	0.34977078055254	0.397597977243995	0.289473684210526	0.652925531914894	0.628169014084507	0.572634384717903	0.559093692590325	0.583231483744806	0.594184027777778	0.59662775616083	0.586548913043478	0.620367256339544	0.518877551020408	0.507825274468582	0.128614762386249	0.16259765625	0.441748105852641	0.316989247311828	0.210461430081014	0.175402081362346	0.146564046179219	0.184684684684685	0.211371384581546	0.619542886492039	0.333198106828938	0.514370932754881	0.24658425504229	0.586516853932584	0.184828416616496	0.591789310611929	0.193082085699535	0.144184736693889	0.184402228253107	0.212699179140512	0.540452143909715	0.178615574783684	0.245849297573436	0.199589683470106	0.552879148144319	0.188515630692997	0.19458345599058	0.210734547626157	0.152788940684777	0.201488569909623	0.278765690376569	0.225722468107264	0.225076186329996	0.309702248328945	0.331435079726651	0.244897959183673	0.213736744819535	0.196270203066722	0.355736359907015	0.334812623274162	0.370771312584574	0.185243658562257	0.235818337617823	0.37993497445425	0.382845711427857	0.381964014740949
Chloroflexota	0.0091765509835505	0.0041380097599954	0.0080537397522481	0.0069870911141747	0.0090320306648455	0.0028522709657417	0.0092413496668815	0.0068895012890034	0.0086105675146771	0.0094397076735688	0.0088559697286852	0.0044897138645044	0.0085112737046438	0.0086715058216008	0.0065229069142813	0.0100788934070135	0.0509259259259259	0.0710128055878929	0.0004737295434969	0.0002267516565468	0.0002444390124663	0.0001895195678953	0.0004166088043327	0.0004224757076468	0.0002920134326179	0.0	0.0001728907330567	0.0	0.0003868471953578	0.0001891789632992	0.0003886334593647	0.0007956715467854	0.0004297378599054	0.0004951312097705	0.0004175365344467	0.0002412836289057	0.0	0.0006072874493927	0.0	0.0	0.0017769880053309	0.0003061849357011	0.0006110975311659	0.0008680555555555	0.0	0.0008152173913043	0.0005381045268043	0.0	0.0007007708479327	0.0002022244691607	0.000244140625	0.0	0.0004301075268817	0.0003522367030644	0.0001892147587511	0.0	0.0	0.0001099747058176	0.0006420133538777	0.0001352265043948	0.0	0.0	0.0025280898876404	0.0	0.0044539116963594	0.0	0.0	0.0	0.0	0.0005211515652517	0.0	0.0	0.0	0.0014473276129432	0.0	0.0	0.0001492982979994	8.03729303970423e-05	0.0004253056884635	0.0002615062761506	0.0	0.0004353504571179	0.0003038282357707	0.0002009915583545	0.0	0.000291857184551	0.0	0.0	0.0	0.0006765899864682	0.0001052520787285	0.0003427592116538	0.0009289363678588	0.0005001250312578	0.0002167786689789
Bacillota	0.0091765509835505	0.0098170714306098	0.0089566253746975	0.0095876676275222	0.0094285588403753	0.0067896450162765	0.0117486925997564	0.0089785758734109	0.0106457925636008	0.0099472188388144	0.0096208034779808	0.0087783957649266	0.0097058384351202	0.0081843425731962	0.0100529506561277	0.0099398741876064	0.125	0.0919674039580908	0.001464254952627	0.002116348794437	0.0024443901246639	0.00246375438264	0.001735870018053	0.002112378538234	0.0031391444006424	0.0103383458646617	0.0025933609958506	0.0013999066728884	0.0025789813023855	0.0017026106696935	0.0019036452501086	0.0006365372374283	0.0021486892995272	0.0019805248390823	0.0025052192066805	0.0029557244540957	0.0012642225031605	0.0016194331983805	0.0035460992907801	0.0011267605633802	0.0026654820079964	0.0027556644213104	0.0040332437056954	0.001953125	0.0016861219195849	0.0012228260869565	0.0013452613170108	0.0015306122448979	0.0037374445223078	0.0032355915065723	0.001708984375	0.0012078620841111	0.0012903225806451	0.0051074321944346	0.0011352885525071	0.0027487630566245	0.0012870012870012	0.0017595952930825	0.0019260400616332	0.0036511156186612	0.0070498915401301	0.0042290175666883	0.0033707865168539	0.0027092113184828	0.0063903950426026	0.0002581311306143	0.0002816108138552	0.0127124696471933	0.0014485755673587	0.0019767817992308	0.0007725587144622	0.0044699872286079	0.0043962485345838	0.0126124263413626	0.0018217590905778	0.0064763026199587	0.0015676321289937	0.0051438675454107	0.0056353003721424	0.0019612970711297	0.0083311637594376	0.0047888550282977	0.0015191411788535	0.0018089240251909	0.002473716759431	0.0052534293219184	0.0031496062992126	0.0045808833584028	0.0009861932938856	0.0047361299052774	0.0026313019682138	0.0008568980291345	0.0143985137018114	0.0060015003750937	0.0026013440277476
Cyanobacteriota	0.0051740127885976	0.0022830398675836	0.0119903210661273	0.005608472239629	0.0064766268669868	0.0020461943884669	0.0040117486925997	0.0080007111743266	0.0045792563600782	0.0037048315062931	0.004146204009339	0.0033170274073577	0.0062216913045642	0.003117844789789	0.0024556826030235	0.0105654606749383	0.0200617283950617	0.0081490104772991	0.0004737295434969	0.0003275301705676	0.0002444390124663	0.000284279351843	0.0004860436050548	0.0004224757076468	0.0005110235070813	0.0	0.0005186721991701	0.0006999533364442	0.0006447453255963	0.0005675368898978	0.0006521137707984	0.0006365372374283	0.0008594757198109	0.0003300874731803	0.0002087682672233	0.000271444082519	0.0	0.0004048582995951	0.0	0.0	0.0004442470013327	0.0003061849357011	0.0001833292593497	0.0004340277777777	0.0001297016861219	0.0001358695652173	0.0002017891975516	0.0	0.0	0.0002022244691607	0.0	0.0003294169320303	0.0004301075268817	0.0007044734061289	0.0003784295175023	0.0001099505222649	0.0006435006435006	0.0003299241174529	0.0008988186954288	0.0001352265043948	0.0010845986984815	0.0011385816525699	0.0016853932584269	0.0	0.0009682416731216	0.000774393391843	0.0005632216277105	0.0001428367376089	0.0002414292612264	0.0003953563598461	0.0	0.0	0.0	0.0003101416313449	0.0004372221817386	0.0	0.0001492982979994	0.000160745860794	0.0002126528442317	0.0001307531380753	0.000650872168706	0.0	0.0	0.0001339943722363	0.0	0.0003891429127347	8.28843762950684e-05	0.0001367427868179	0.0	0.0	0.0002105041574571	0.0003427592116538	0.0	0.0010002500625156	0.0006503360069369
Candidatus.Melainabacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70106546940964e-05	4.97735304365139e-05	0.0	0.0002302202440334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009398496240601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus.Margulisbacteria	0.0	2.85379983447961e-05	3.61154248979739e-05	3.13322471487655e-05	0.0	0.0	7.16383695107099e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5870077858432e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001936483346243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcota	0.0029286864841118	0.0018835078907565	0.0020585792191845	0.0020679283118185	0.0024232277393488	0.0016741590451092	0.002220789454832	0.0024002133522979	0.0027788649706457	0.002436053593179	0.0020932292085983	0.0019433089861287	0.0028370912348812	0.0026793978662249	0.0018417619522676	0.0022243075105133	0.0046296296296296	0.0	0.0003875968992248	0.000251946285052	0.0	0.0008528380555292	0.0004860436050548	0.0006337135614702	0.0005110235070813	0.0018796992481203	0.0006915629322268	0.0002333177788147	0.0003868471953578	0.0003783579265985	0.0005137866072957	0.0003182686187141	0.0	0.0006601749463607	0.0004175365344467	0.000271444082519	0.0009481668773704	0.0002024291497975	0.0	0.0005633802816901	0.0004442470013327	0.0006123698714023	0.0004277682718161	0.0006510416666666	0.0003891050583657	0.0006793478260869	0.000874419856057	0.0010204081632653	0.0004671805652884	0.0002022244691607	0.0	0.0001098056440101	0.0002150537634408	0.0	0.0	0.0003298515667949	0.0	0.0003299241174529	0.0010272213662044	0.0	0.0021691973969631	0.0001626545217957	0.0	0.0	0.0036793183578621	0.0005162622612287	0.0002816108138552	0.0	0.0	0.000341444128958	0.0001545117428924	0.0	0.0002930832356389	0.0004135221751266	0.0001457407272462	0.0	0.0003732457449985	0.0003214917215881	0.0	0.0003922594142259	0.0002603488674824	0.0004353504571179	0.0004051043143609	0.000401983116709	0.0006184291898577	0.0	0.0004144218814753	0.0002734855736359	0.0009861932938856	0.0	0.0001052520787285	0.0001713796058269	0.0009289363678588	0.0010002500625156	0.0002167786689789
Armatimonadota	0.0006345487382242	0.0003424559801375	0.0006861930730615	0.0007206416844216	0.0003084108031898	0.0005580530150364	0.0015760441292356	0.0006222775357809	0.0010958904109589	0.000456760048721	0.0008855969728685	0.0007706225289821	0.0007466029565477	0.0008281775222877	0.0004604404880669	0.000451812463073	0.0061728395061728	0.0011641443538998	0.0	2.51946285052027e-05	0.0	9.47597839476926e-05	4.62898671480813e-05	0.0	0.0	0.0009398496240601	0.0	0.0002333177788147	0.0	0.0	9.22181090018048e-05	0.0	0.0004297378599054	0.0	0.0	0.0	0.0	0.0002024291497975	0.0	0.0	0.0	0.0	0.0	0.0002170138888888	0.0	0.0001358695652173	0.000134526131701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001892147587511	0.0	0.0	0.0001099747058176	0.0002568053415511	0.0	0.0	0.0	0.0002808988764044	0.0	0.0005809450038729	0.0	0.0	0.0	0.0	3.59414872587428e-05	0.0	0.0	0.0	0.0003101416313449	0.0	0.0	0.0	0.0	0.0001063264221158	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	8.28843762950684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmatota	0.000341680089813	8.56139950343883e-05	0.0	6.2664494297531e-05	4.40586861699784e-05	3.10029452798016e-05	7.16383695107099e-05	0.0001333451862387	0.0001174168297455	0.0001015022330491	8.05088157153208e-05	6.70106546940964e-05	4.97735304365139e-05	0.0001461489745213	0.0002302202440334	0.0001737740242588	0.0015432098765432	0.0023282887077997	8.61326442721792e-05	2.51946285052027e-05	0.0	9.47597839476926e-05	6.94348007221219e-05	0.0	0.0	0.0009398496240601	0.0	0.0	0.0	0.0	1.97610233575296e-05	0.0	0.0	0.0	0.0	3.01604536132223e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001222195062331	0.0002170138888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001098056440101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002711496746203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001257952054056	0.0	0.0	0.0	0.0	0.0	0.0002943773918163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6997186118183e-05	0.0	0.0	8.28843762950684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
