id,label,abundance,abundance (log10),abundance (%),std,sem,med,prevalence
0,Acidobacteriota,0.024076203643623593,-1.6184119919410354,2.407620364362364,1.5296289326833268,0.16034868159430635,2.0152987388877452,1.0
1,Actinomycetota,0.40186680661895424,-0.39591786416765995,40.1866806618955,11.250918087086516,1.1794166829893167,38.49283141922671,1.0
2,Aquificota,3.325251284700768e-05,-4.478175530079564,0.003325251284700775,0.002476746884262514,0.00025963362031706497,0.003232492251525941,0.8791208791208791
3,Armatimonadota,0.0006709443046611442,-3.17331352928293,0.06709443046611453,0.01849211626346369,0.0019385005077887766,0.06953325196808005,0.989010989010989
4,Atribacterota,1.6839536391695772e-05,-4.773669869208094,0.00168395363916958,0.0014798878418471272,0.00015513439846574678,0.0014586757169391142,0.8681318681318682
5,Bacillota,0.017342134074087814,-1.7608974605176946,1.7342134074087843,0.508520787964541,0.05330746311811101,1.684241464742823,1.0
6,Bacteroidota,0.009345520360247163,-2.0293965120173847,0.9345520360247178,0.41754729259818146,0.04377084954449637,0.8533847542136309,1.0
7,Balneolota,2.8739208038054256e-05,-4.5415252038232925,0.00287392080380543,0.006589830153368565,0.000690801902634914,0.0019611537051244915,0.8681318681318682
8,Bdellovibrionota,0.0002950573364487279,-3.530093582382082,0.029505733644872856,0.012396183073870594,0.0012994730749567444,0.03268279017648006,0.978021978021978
9,Caldisericota,3.1212756885761827e-06,-5.505667870315895,0.0003121275688576189,0.0005060942685037669,5.3053094762436994e-05,0.00015666626716768527,0.5824175824175825
10,Calditrichota,4.1619394418552366e-05,-4.380704243264095,0.004161939441855244,0.0026949371703972524,0.00028250617716457123,0.004077804510051804,0.9120879120879121
11,Campylobacterota,0.0002880034472642908,-3.540602313911258,0.028800344726429138,0.010368209377279546,0.0010868836674160151,0.028175697719250062,0.989010989010989
12,Candidatus.Abawacabacteria,3.5287741699094523e-06,-5.452376134187609,0.00035287741699094587,0.0007809421169714527,8.186497795786885e-05,0.00023410924942233557,0.5934065934065934
13,Candidatus.Absconditabacteria,5.255240160020565e-06,-5.279407432292551,0.0005255240160020575,0.0006768043887312453,7.094837781338111e-05,0.00038029320606187527,0.7252747252747253
14,Candidatus.Adlerbacteria,2.431383063361314e-05,-4.614146612856296,0.0024313830633613184,0.0018587844307805328,0.00019485355335220148,0.0021294018123145233,0.8791208791208791
15,Candidatus.Aenigmarchaeota,4.6110733996926177e-07,-6.336197964567024,4.611073399692625e-05,0.00012467564512758542,1.3069558829577072e-05,0.0,0.21978021978021978
16,Candidatus.Altiarchaeota,1.9666057005332458e-07,-6.706282706297381,1.9666057005332493e-05,4.6842186284525264e-05,4.910395360097125e-06,0.0,0.1978021978021978
17,Candidatus.Amesbacteria,1.5074160191096121e-05,-4.82176687384999,0.0015074160191096149,0.0011324586326458906,0.00011871392128175242,0.001436001711714044,0.8681318681318682
18,Candidatus.Aminicenantes,0.000534276521608241,-3.2722339101517774,0.05342765216082418,0.01527239987343925,0.001600982520768011,0.05454745511540014,1.0
19,Candidatus.Andersenbacteria,8.409710284059898e-06,-5.075218965462656,0.0008409710284059915,0.0010546985784095095,0.0001105624527058852,0.0006596099396621819,0.7912087912087912
20,Candidatus.Azambacteria,2.0983365725945095e-05,-4.678124849842659,0.0020983365725945136,0.0014855075888911358,0.0001557235080269915,0.002196693751751192,0.8681318681318682
21,Candidatus.Bathyarchaeota,1.766481644840223e-05,-4.752890870873359,0.0017664816448402262,0.0015040647232273012,0.0001576688242807529,0.0015322364154983935,0.7802197802197802
22,Candidatus.Beckwithbacteria,1.478647714448079e-05,-4.830135283674033,0.001478647714448082,0.0009514732989013576,9.974150317840748e-05,0.0015745289379894916,0.8131868131868132
23,Candidatus.Berkelbacteria,3.4254966823386664e-05,-4.465276448767195,0.0034254966823386718,0.006128593332071986,0.0006424511460446119,0.0026442112114555437,0.9010989010989011
24,Candidatus.Bipolaricaulota,3.1802860784549635e-05,-4.497533811868967,0.0031802860784549696,0.0019408730108159615,0.00020345877472411882,0.002965862917815946,0.9120879120879121
25,Candidatus.Blackallbacteria,1.234221283157879e-05,-4.908606968796427,0.0012342212831578814,0.001195958456423715,0.00012537051152183317,0.0009364369976893444,0.7252747252747253
26,Candidatus.Blackburnbacteria,3.840600178996734e-06,-5.4156009021796425,0.0003840600178996741,0.00046176799932319117,4.840643917739184e-05,0.00026062729514911834,0.5934065934065934
27,Candidatus.Brennerbacteria,5.663294892908897e-07,-6.246930823676551,5.6632948929089056e-05,0.00010889520825357806,1.1415319560390136e-05,0.0,0.34065934065934067
28,Candidatus.Buchananbacteria,4.077376780907554e-05,-4.389619154550225,0.004077376780907561,0.0021092361304978955,0.00022110802526669572,0.003929890749037186,0.9230769230769231
29,Candidatus.Calescamantes,8.600477940995641e-07,-6.065477413713459,8.600477940995655e-05,0.00020929459044385538,2.194003455702177e-05,0.0,0.37362637362637363
30,Candidatus.Campbellbacteria,6.6880559953587296e-06,-5.174700099448599,0.0006688055995358741,0.0009637653936864583,0.00010103006483588444,0.0005310878937186923,0.7142857142857143
31,Candidatus.Chisholmbacteria,8.924171203829748e-06,-5.0494321066798475,0.0008924171203829762,0.0006927231524255228,7.261711767338818e-05,0.0008616644694222713,0.7362637362637363
32,Candidatus.Cloacimonetes,2.623406491541836e-06,-5.581134411142081,0.000262340649154184,0.0005945153549862723,6.232214318304577e-05,7.640102285689411e-05,0.5274725274725275
33,Candidatus.Coatesbacteria,4.284517062772104e-05,-4.368098123284116,0.004284517062772112,0.0025936970647306196,0.00027189333040072565,0.004306811985128915,0.8901098901098901
