#OTU ID	mgm4550584	mgm4550585	mgm4550586	mgm4550588	mgm4550589	mgm4550590	mgm4550592	mgm4550593	mgm4550594	mgm4550596	mgm4540030	mgm4540031	mgm4540032	mgm4540033	mgm4540034	mgm4540035	mgm4540036	mgm4540037	mgm4540038	mgm4540039	mgm4540040	mgm4540041	mgm4540042	mgm4540043	mgm4537983	mgm4544079
Thermomicrobiota	0.00011260627216936	8.95896792689482e-05	0.00015733165512901002	8.148631029986959e-05	0.00011525384659713001	0.00030497102775236	0.00013704888076747	0.00020578248791027	5.3285021580433704e-05	0.0001987676406281	0.00036951190836103997	0.00018970161660268	0.00028967035513585	0.00016924037398361	0.0	0.00026605551691786	8.08042718525053e-05	0.00011057890969195	6.42811227769445e-05	7.46426483211624e-05	0.00010140172979421	0.00011944706866034	0.00012769295317317	0.00053177346450412	1.3974970827248401e-05	5.0616765284997703e-05
Candidatus Kaiserbacteria	0.00022521254433872	0.00035835871707579	0.00023599748269351	0.00016297262059973	0.00017288076989569	0.0004269594388533	0.00022841480127912	0.0	0.00026642510790216	0.0001987676406281	0.00043669589169941	0.00021729457901762	0.00028967035513585	0.00022189293477852	0.00035650623885917997	0.00011202337554436001	0.00018854330098917	0.00040157604046024	0.00023569745018212998	0.00017416617941603998	0.00013719057560393	0.00013030589308401	0.00026754713998187996	0.0	8.784267377127559e-05	0.00021765209072548998
Candidatus Nomurabacteria	0.00022521254433872	0.00026876903780684	7.866582756450601e-05	0.0002444589308996	0.00011525384659713001	0.00018298261665141002	0.0	0.0001543368659327	0.00037299515106302997	0.00033127940104683997	0.00026873593335348	0.00020694721811202	0.00013035165981113	0.00018804485998179	0.0007130124777183599	0.00012135865683972	0.00027383669905571003	0.0003899361552295	0.0005785301049925	9.95235310948832e-05	0.00021473307485833	0.0003040470838627	0.00038915947633728	0.00053177346450412	0.00010381406900240999	0.00025814550295347996
Candidatus Yanofskybacteria	0.00016890940825404	0.00026876903780684	0.00015733165512901002	0.0	0.00040338846308995	0.00030497102775236	0.00013704888076747	0.0001543368659327	0.0001598550647413	0.00026502352083747	0.00016795995834593	0.00012761745116907	8.690110654075659e-05	0.00016171857958433998	0.0	0.00012135865683972	0.00017956504856112	0.00032009684384512	0.00034283265481037004	0.00016172573802918	0.00015508499850879	0.00010858824423666999	0.00024930528952857	0.00053177346450412	0.00015073004249389	0.00042518082839398
Candidatus Azambacteria	0.0	0.0	7.866582756450601e-05	0.0	5.76269232985651e-05	6.0994205550472706e-05	9.136592051164921e-05	5.14456219775697e-05	0.0	6.62558802093686e-05	0.0006046558500453401	5.17368045280051e-05	1.44835177567928e-05	6.0174355194175095e-05	0.0	3.26734845337727e-05	5.6114077675350904e-05	9.89390244612188e-05	0.00014998928647953002	3.73213241605812e-05	5.964807634953771e-05	4.34352976946716e-05	8.51286354487799e-05	0.00053177346450412	2.4955305048657898e-05	9.111017751299591e-05
Candidatus Falkowbacteria	0.0002815156804234	0.00044794839634474006	0.00047199496538702997	0.00016297262059973	5.76269232985651e-05	0.0004269594388533	9.136592051164921e-05	0.00020578248791027	0.0001598550647413	0.0005963029218843099	0.00077261580839128	0.00037250499260162997	0.00033312090840622997	0.0002933499815716	0.0	0.00018203798525959	0.00030750514566092003	0.00043067575353707003	0.00047139490036425996	0.0001866066208029	0.00017894422904861002	0.0003040470838627	0.00058373921450591	0.00053177346450412	0.00032641539003644	0.00085542333331646
Candidatus Magasanikbacteria	0.00039412195259275	0.00044794839634474006	0.00023599748269351	0.00073337679269882	0.00023050769319426002	0.00073193046660567	0.00045682960255824	0.00041156497582055	0.0004795651942239	0.0001987676406281	0.0004702878833686	0.00036215763169603	0.00027518683737906	0.00036480702836468	0.00035650623885917997	0.0002567202356225	0.00030301601944689	0.00066929340076706	0.00055710306406685	0.0001866066208029	0.00020876826722338	0.00046692945021770994	0.00051077181269268	0.00079766019675618	0.00016270858891724	0.00037456406310898
Candidatus Nealsonbacteria	0.0	0.0	0.0	8.148631029986959e-05	0.00011525384659713001	0.0	0.00013704888076747	5.14456219775697e-05	5.3285021580433704e-05	0.00033127940104683997	0.00010077597500755	0.00014141393237654	0.00014483517756792	0.00024445831797632997	0.0	8.868517230595451e-05	8.97825242805614e-05	0.00011639885230731001	8.57081637025927e-05	2.48808827737208e-05	7.15776916194453e-05	0.00013030589308401	0.00039524009315505	0.00026588673225206	0.0001337604350608	0.00028851556212448
Candidatus Uhrbacteria	0.00016890940825404	0.00053753807561368	0.00047199496538702997	0.0005704041720990799	0.00023050769319426002	0.00012198841110093999	0.00013704888076747	0.00041156497582055	0.00037299515106302997	0.00053004704167494	0.00040310390003022996	0.00026903138354562	0.00023173628410868	0.00023317562637742003	0.00035650623885917997	0.00029406136080395	0.00025363563109258	0.0004423156387678	0.00027855153203342	0.00011196397248173999	0.00026841634357292	0.00019545883962602	0.00053509427996375	0.00026588673225206	0.00012377831304133998	0.00033913232740947997
Candidatus Giovannonibacteria	5.6303136084679894e-05	0.0	0.00015733165512901002	8.148631029986959e-05	0.00011525384659713001	6.0994205550472706e-05	4.5682960255824604e-05	0.00010289124395513001	0.00010657004316086	0.0	0.0	9.31262481504092e-05	0.00013035165981113	0.00010154422439017	0.0	3.26734845337727e-05	7.18260194244491e-05	0.00015713845061487	8.57081637025927e-05	6.220220693430201e-05	5.964807634953771e-05	5.42941221183395e-05	0.0001216123363554	0.0	2.4955305048657898e-05	4.0493412227998203e-05
Candidatus Moranbacteria	0.00033781881650808	0.00035835871707579	0.0006293266205160401	0.00016297262059973	0.00046101538638852003	0.00036596523330282996	0.00027409776153494	0.00030867373186541	0.00026642510790216	0.00053004704167494	0.00036951190836103997	0.00031386994746988997	0.00030415387289264	0.00024821921517597	0.0	0.0001773703446119	0.00020425524273827	0.00027353730292219	0.00029997857295907	0.00014928529664232	0.00020876826722338	0.00021717648847335	0.00049861057905714	0.00026588673225206	0.00014573898148416	0.00031888562129548
Candidatus Zambryskibacteria	0.0	0.0	0.0	8.148631029986959e-05	0.0	0.0	9.136592051164921e-05	0.0	5.3285021580433704e-05	0.00013251176041873	0.00016795995834593	5.17368045280051e-05	0.00010138462429754	9.026153279126271e-05	0.0	3.73411251814545e-05	6.0603203889379e-05	8.729913923048721e-05	6.42811227769445e-05	0.0	1.19296152699075e-05	4.34352976946716e-05	0.00010945110271986	0.0	4.19249124817452e-05	8.604850098449609e-05
Candidatus Staskawiczbacteria	0.0	0.00017917935853788998	0.0	0.0	5.76269232985651e-05	0.0	9.136592051164921e-05	0.0001543368659327	0.00010657004316086	0.00026502352083747	0.0	6.55332857354732e-05	5.793407102717111e-05	0.00013915319638653002	0.0	7.468225036290909e-05	8.52933980665333e-05	0.00013967862276878	0.00017141632740518	6.220220693430201e-05	0.00011333134506412	7.60117709656753e-05	0.00013985418680871001	0.00026588673225206	5.1907034501208296e-05	8.09868244559963e-05
Candidatus Wolfebacteria	5.6303136084679894e-05	8.95896792689482e-05	0.0	0.00016297262059973	0.00011525384659713001	0.0	0.00013704888076747	0.0	5.3285021580433704e-05	0.0	0.00026873593335348	4.82876842261381e-05	8.690110654075659e-05	0.00010154422439017	0.0	2.80058438860909e-05	4.71358252472947e-05	0.00010475896707658	2.14270409256482e-05	2.48808827737208e-05	4.17536534446764e-05	1.08588244236679e-05	0.00018849912135086998	0.0	3.79320636739599e-05	0.00010629520709849001
Candidatus Harrisonbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3285021580433704e-05	6.62558802093686e-05	6.718398333837211e-05	4.82876842261381e-05	5.793407102717111e-05	8.650063559162671e-05	0.0	3.73411251814545e-05	9.20270873875754e-05	0.0001862381636917	0.00010713520462824001	2.48808827737208e-05	9.54369221592604e-05	5.42941221183395e-05	0.00010337048590209	0.0	2.59535172506042e-05	0.00013160358974098998
Candidatus Taylorbacteria	0.00011260627216936	8.95896792689482e-05	0.00015733165512901002	8.148631029986959e-05	0.0	0.0	0.0	0.00010289124395513001	0.0	0.0	0.00030232792502267003	0.00012071921056533999	7.241758878396391e-05	0.0001053051215898	0.00035650623885917997	6.06793284198636e-05	4.48912621402807e-05	9.3119081845853e-05	2.14270409256482e-05	2.48808827737208e-05	3.5788845809722605e-05	5.42941221183395e-05	7.904801863100991e-05	0.0	4.09267002797989e-05	0.00010123353056999
Candidatus Buchananbacteria	0.00016890940825404	0.00026876903780684	0.0008653241032095599	0.00048891786179921	0.00046101538638852003	0.00030497102775236	0.00036546368204659	0.00020578248791027	0.0003197101294826	0.00039753528125621	0.00057106385837616	0.00018625249630081	0.00013035165981113	0.00011282691598907	0.0	9.335281295363629e-05	0.0002558801941996	0.0005587144910751099	0.00047139490036425996	0.00023636838635034	0.00029227557411273	0.00035834120598104	0.00019457973816864	0.0	4.89123978953694e-05	0.00011135688362698999
Candidatus Portnoybacteria	0.0	8.95896792689482e-05	0.0	0.0	5.76269232985651e-05	0.0	0.0	5.14456219775697e-05	0.0	6.62558802093686e-05	0.00050387987503779	8.96771278485422e-05	4.3450553270378296e-05	0.00011658781318871001	0.0	8.401753165827271e-05	4.48912621402807e-05	5.819942615365811e-05	0.0	0.0	1.7894422904861302e-05	2.17176488473358e-05	0.00015809603726202	0.00053177346450412	7.187127854013459e-05	0.00017209700196898998
Candidatus Adlerbacteria	0.0	0.0	0.0	0.0	5.76269232985651e-05	0.0	0.0	0.0	0.0	6.62558802093686e-05	6.718398333837211e-05	5.17368045280051e-05	1.44835177567928e-05	3.0087177597087605e-05	0.00035650623885917997	2.33382032384091e-05	6.7336893210421095e-06	5.81994261536581e-06	0.0	3.73213241605812e-05	1.19296152699075e-05	2.17176488473358e-05	4.864493454216e-05	0.0	1.99642440389263e-06	1.01233530569995e-05
Candidatus Sungbacteria	5.6303136084679894e-05	8.95896792689482e-05	7.866582756450601e-05	0.0	5.76269232985651e-05	6.0994205550472706e-05	0.00013704888076747	5.14456219775697e-05	0.0001598550647413	6.62558802093686e-05	0.00013436796667674	6.89824060373402e-05	2.8967035513585496e-05	5.265256079490321e-05	0.0	7.00146097152272e-05	6.509233010340699e-05	0.00014549856538413999	0.00010713520462824001	3.73213241605812e-05	2.9824038174768896e-05	4.34352976946716e-05	0.0001216123363554	0.0	4.6915973491476796e-05	0.00015185029585498998
Candidatus Jorgensenbacteria	0.0	8.95896792689482e-05	7.866582756450601e-05	0.0	0.0	0.0	0.0	5.14456219775697e-05	0.0	6.62558802093686e-05	0.00013436796667674	4.82876842261381e-05	4.3450553270378296e-05	6.0174355194175095e-05	0.0	3.73411251814545e-05	5.3869514568336795e-05	0.00017459827846097	0.00014998928647953002	6.220220693430201e-05	4.17536534446764e-05	0.00016288236635501	0.00010337048590209	0.0	5.98927321167788e-06	2.0246706113999102e-05
Candidatus Liptonbacteria	0.0	0.0	0.0	0.0	0.0	6.0994205550472706e-05	0.0	0.0	0.0	6.62558802093686e-05	0.0005374718667069701	5.518592482987211e-05	2.8967035513585496e-05	7.145704679308299e-05	0.0	1.86705625907273e-05	6.7336893210421095e-06	2.90997130768291e-05	0.0	0.0	5.96480763495377e-06	0.0	9.728986908431991e-05	0.0	4.9910610097315695e-06	2.0246706113999102e-05
Candidatus Tagabacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3796481207467998e-05	1.44835177567928e-05	2.2565383197815698e-05	0.00035650623885917997	2.80058438860909e-05	1.5711941749098198e-05	2.90997130768291e-05	0.0	0.0	5.96480763495377e-06	1.08588244236679e-05	3.648370090662e-05	0.0	1.29767586253021e-05	4.0493412227998203e-05
Candidatus Ryanbacteria	0.0	0.0	0.0	0.00016297262059973	0.00011525384659713001	0.0	0.00018273184102329	0.00025722810988784	5.3285021580433704e-05	0.0	0.00040310390003022996	2.7592962414936102e-05	1.44835177567928e-05	8.650063559162671e-05	0.0	1.86705625907273e-05	6.95814563174351e-05	0.00016295839323024	0.00010713520462824001	1.24404413868604e-05	4.17536534446764e-05	9.7729419813011e-05	4.864493454216e-05	0.0	1.99642440389263e-05	3.54317356994984e-05
Candidatus Wildermuthbacteria	0.0	8.95896792689482e-05	7.866582756450601e-05	8.148631029986959e-05	5.76269232985651e-05	6.0994205550472706e-05	9.136592051164921e-05	0.00010289124395513001	5.3285021580433704e-05	6.62558802093686e-05	0.00010077597500755	3.10420827168031e-05	0.0	1.5043588798543802e-05	0.0	1.40029219430454e-05	2.4690194177154396e-05	5.23794835382923e-05	2.14270409256482e-05	3.73213241605812e-05	2.38592305398151e-05	4.34352976946716e-05	2.432246727108e-05	0.0	2.69517294525505e-05	5.56784418134975e-05
Candidatus Komeilibacteria	0.0	8.95896792689482e-05	7.866582756450601e-05	0.0	0.0	0.0	0.0	5.14456219775697e-05	0.0	0.0	0.00013436796667674	8.622800754667521e-05	4.3450553270378296e-05	6.0174355194175095e-05	0.0	2.33382032384091e-05	2.02010679631263e-05	2.90997130768291e-05	2.14270409256482e-05	1.24404413868604e-05	1.19296152699075e-05	1.08588244236679e-05	9.728986908431991e-05	0.0	4.09267002797989e-05	0.00012654191321248998
Candidatus Kuenenbacteria	0.0	0.0	7.866582756450601e-05	8.148631029986959e-05	5.76269232985651e-05	0.0	0.00013704888076747	0.0	0.0	0.00013251176041873	0.00030232792502267003	0.00013106657147093998	7.241758878396391e-05	5.641345799453921e-05	0.0017825311942959	4.66764064768182e-06	6.509233010340699e-05	6.40193687690239e-05	0.00010713520462824001	3.73213241605812e-05	1.19296152699075e-05	2.17176488473358e-05	0.00011553171953763	0.0	1.49731830291947e-05	2.53083826424988e-05
Candidatus Lloydbacteria	5.6303136084679894e-05	8.95896792689482e-05	0.0	0.0	5.76269232985651e-05	0.0	9.136592051164921e-05	0.0	0.0	6.62558802093686e-05	0.00016795995834593	2.0694721811202103e-05	4.3450553270378296e-05	4.13698691959954e-05	0.0	3.73411251814545e-05	8.97825242805614e-06	1.16398852307316e-05	4.2854081851296296e-05	0.0	5.96480763495377e-06	0.0	6.08061681776999e-05	0.0	1.99642440389263e-05	4.55550887564979e-05
Candidatus Kerfeldbacteria	5.6303136084679894e-05	0.0	7.866582756450601e-05	0.00016297262059973	5.76269232985651e-05	0.0	4.5682960255824604e-05	5.14456219775697e-05	0.00010657004316086	6.62558802093686e-05	0.00013436796667674	7.93297669429412e-05	0.00010138462429754	7.145704679308299e-05	0.0	2.80058438860909e-05	5.3869514568336795e-05	0.00011639885230731001	4.2854081851296296e-05	1.24404413868604e-05	4.77184610796302e-05	3.25764732710037e-05	0.00010337048590209	0.00026588673225206	3.69338514720136e-05	0.00012654191321248998
Candidatus Terrybacteria	5.6303136084679894e-05	0.00044794839634474006	0.00031466331025802003	8.148631029986959e-05	5.76269232985651e-05	6.0994205550472706e-05	4.5682960255824604e-05	0.00025722810988784	5.3285021580433704e-05	6.62558802093686e-05	0.0	3.10420827168031e-05	2.8967035513585496e-05	3.38480747967235e-05	0.0	9.335281295363631e-06	4.04021359262526e-05	9.3119081845853e-05	2.14270409256482e-05	2.48808827737208e-05	2.38592305398151e-05	2.17176488473358e-05	3.040308408885e-05	0.0	7.985697615570509e-06	2.0246706113999102e-05
Candidatus Yonathbacteria	0.0	0.0	0.0	0.0	5.76269232985651e-05	0.0	0.0	0.0	0.0	0.0	6.718398333837211e-05	4.1389443622404104e-05	1.44835177567928e-05	4.13698691959954e-05	0.0	3.26734845337727e-05	2.91793203911825e-05	8.729913923048721e-05	0.00014998928647953002	4.97617655474416e-05	2.9824038174768896e-05	3.25764732710037e-05	3.040308408885e-05	0.0	6.9874854136242005e-06	2.53083826424988e-05
Candidatus Niyogibacteria	0.0	0.0	0.0	0.0	0.0	0.00018298261665141002	0.0	0.0	5.3285021580433704e-05	6.62558802093686e-05	0.0	4.1389443622404104e-05	0.0	1.12826915989078e-05	0.0	2.33382032384091e-05	1.12228155350702e-05	2.90997130768291e-05	0.0	0.0	5.96480763495377e-06	1.08588244236679e-05	4.864493454216e-05	0.0	4.9910610097315695e-06	5.06167652849977e-06
Candidatus Campbellbacteria	0.0	0.0	0.0	8.148631029986959e-05	0.0	6.0994205550472706e-05	0.0	0.0	0.0	6.62558802093686e-05	6.718398333837211e-05	3.7940323320537104e-05	2.8967035513585496e-05	6.0174355194175095e-05	0.00035650623885917997	1.86705625907273e-05	4.71358252472947e-05	7.56592539997556e-05	0.00012856224555388	3.73213241605812e-05	2.38592305398151e-05	4.34352976946716e-05	5.472555135993e-05	0.0	4.991061009731571e-05	0.00012148023668398999
Candidatus Colwellbacteria	0.00011260627216936	8.95896792689482e-05	7.866582756450601e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.62558802093686e-05	3.35919916691861e-05	2.0694721811202103e-05	0.0	4.8891663595267295e-05	0.0	2.33382032384091e-05	8.97825242805614e-06	1.16398852307316e-05	4.2854081851296296e-05	0.0	1.19296152699075e-05	1.08588244236679e-05	2.432246727108e-05	0.0	3.99284880778526e-05	0.00010629520709849001
Candidatus Vogelbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010657004316086	6.62558802093686e-05	0.00010077597500755	4.48385639242711e-05	2.8967035513585496e-05	2.6326280397451604e-05	0.0	2.33382032384091e-05	2.02010679631263e-05	6.98393113843898e-05	2.14270409256482e-05	0.0	2.9824038174768896e-05	6.51529465420074e-05	9.728986908431991e-05	0.0	1.99642440389263e-05	4.55550887564979e-05
Candidatus Spechtbacteria	0.0	0.0	0.0	0.0	5.76269232985651e-05	0.0	0.0	0.0	0.0	0.0	3.35919916691861e-05	3.4491203018670098e-06	0.0	2.2565383197815698e-05	0.00035650623885917997	2.33382032384091e-05	4.04021359262526e-05	5.23794835382923e-05	2.14270409256482e-05	2.48808827737208e-05	1.19296152699075e-05	6.51529465420074e-05	3.040308408885e-05	0.0	1.6969607433087302e-05	4.0493412227998203e-05
Candidatus Brennerbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4491203018670098e-06	0.0	1.12826915989078e-05	0.0	4.66764064768182e-06	2.24456310701404e-06	0.0	0.0	2.48808827737208e-05	0.0	1.08588244236679e-05	0.0	0.0	0.0	0.0
Candidatus Andersenbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14456219775697e-05	0.0	0.0	3.35919916691861e-05	3.10420827168031e-05	2.8967035513585496e-05	1.5043588798543802e-05	0.0	9.335281295363631e-06	2.02010679631263e-05	2.90997130768291e-05	0.0	1.24404413868604e-05	2.38592305398151e-05	1.08588244236679e-05	2.432246727108e-05	0.0	7.985697615570509e-06	2.0246706113999102e-05
Candidatus Jacksonbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4491203018670098e-06	0.0	7.52179439927189e-06	0.0	4.66764064768182e-06	0.0	0.0	2.14270409256482e-05	0.0	0.0	0.0	6.0806168177699896e-06	0.0	1.99642440389263e-06	1.5185029585499301e-05
Candidatus Parcubacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8982406037340196e-06	1.44835177567928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96480763495377e-06	0.0	2.432246727108e-05	0.0	5.98927321167788e-06	1.5185029585499301e-05
Candidatus Veblenbacteria	0.0	0.0	0.0	0.0	0.0	6.0994205550472706e-05	0.0	0.0	0.0	0.0	0.0	6.8982406037340196e-06	0.0	0.0	0.0	0.0	0.0	1.16398852307316e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.98212201946314e-07	0.0
Candidatus Woesebacteria	0.00045042508867743	0.00017917935853788998	0.0005506607929515401	0.0005704041720990799	0.00028813461649282	0.00024397682220188998	0.00045682960255824	0.00041156497582055	0.00021314008632173	0.0001987676406281	0.0002351439416843	0.00023454018052695	0.00013035165981113	0.00020684934597996999	0.00035650623885917997	0.00012135865683972	0.0003052605825539	0.00055289454845975	0.00055710306406685	0.00016172573802918	0.00035192365046227	0.0003692000304047	0.00029186960725296	0.00026588673225206	0.00018067640855228	0.00047073591715047
Candidatus Gottesmanbacteria	0.00016890940825404	8.95896792689482e-05	0.0	0.00016297262059973	0.00011525384659713001	0.00012198841110093999	9.136592051164921e-05	0.00010289124395513001	0.00021314008632173	0.00013251176041873	0.00020155195001511002	0.00021039633841388002	0.00015931869532471998	0.0002406974207767	0.0	0.00011202337554436001	0.00013691834952785	0.0001862381636917	0.00017141632740518	7.46426483211624e-05	9.54369221592604e-05	7.60117709656753e-05	0.00026146652316411004	0.0	8.98390981751683e-05	0.00022777544378249
Candidatus Roizmanbacteria	0.00039412195259275	0.0008063071134205299	0.00102265575833858	0.00073337679269882	0.00034576153979139	0.00073193046660567	0.00036546368204659	0.00041156497582055	0.0003197101294826	0.00046379116146557997	0.00026873593335348	0.00035870851139416	0.0001882857308383	0.00036856792556432	0.0	0.0001773703446119	0.00026934757284168	0.00052961477799828	0.00055710306406685	0.00023636838635034	0.00027438115120787004	0.00029318825943903	0.00034051454179512004	0.00079766019675618	0.00015671931570557	0.00034419400393797997
Candidatus Levybacteria	0.00011260627216936	8.95896792689482e-05	0.0	0.0002444589308996	0.00011525384659713001	0.00018298261665141002	0.00018273184102329	0.0001543368659327	0.0001598550647413	6.62558802093686e-05	0.00010077597500755	0.00021039633841388002	0.00011586814205434	0.00016171857958433998	0.0	0.00013536157878277	0.00019976611652424	0.00043067575353707003	0.00032140561388472	0.00017416617941603998	0.00022069788249328998	0.00029318825943903	0.00029795022407072997	0.0	9.78247957907388e-05	0.00026826885601048
Candidatus Daviesbacteria	0.0	0.00035835871707579	0.0	0.0002444589308996	0.0	0.0	9.136592051164921e-05	0.0001543368659327	0.00010657004316086	0.00033127940104683997	0.00030232792502267003	0.00012416833086721	7.241758878396391e-05	0.00011658781318871001	0.0007130124777183599	7.468225036290909e-05	7.63151456384772e-05	0.00013385868015341	6.42811227769445e-05	6.220220693430201e-05	0.00010736653742916	5.42941221183395e-05	0.00012769295317317	0.00053177346450412	6.48837931265104e-05	0.00014678861932648999
Candidatus Curtissbacteria	5.6303136084679894e-05	0.0	0.0	0.00032594524119947	5.76269232985651e-05	6.0994205550472706e-05	0.00018273184102329	0.0	0.0	6.62558802093686e-05	0.00013436796667674	7.93297669429412e-05	0.00010138462429754	7.89788411923548e-05	0.0	8.401753165827271e-05	8.753796117354741e-05	0.00011639885230731001	6.42811227769445e-05	2.48808827737208e-05	5.964807634953771e-05	6.51529465420074e-05	9.728986908431991e-05	0.0	3.5935639270067296e-05	6.5801794870497e-05
